CustomerID,Recency,Frequency,Monetary,HVC_Criteria,RFM_Segment,RFM_Score
101368,13,13,156153.78,Recent High Value,Potential,10
101369,8,14,165778.68,Recent High Value,Loyal,11
101370,13,7,84751.1,Recent High Value,At Risk,4
101371,7,11,88823.11,Recent High Value,Needs Attention,7
101372,24,7,59302.46,Recent High Value,At Risk,3
101373,7,12,159611.69,Recent High Value,Potential,10
101374,19,6,54652.62,Recent High Value,At Risk,3
101375,13,10,93313.57,Recent High Value,At Risk,5
101376,7,16,207579.79,Top 10% Frequency,Champions,13
101377,22,11,145882.97,Recent High Value,Needs Attention,7
101378,9,14,155409.79,Recent High Value,Potential,10
101379,11,12,138693.85,Recent High Value,Needs Attention,8
101380,7,11,153290.68,Recent High Value,Potential,10
101381,4,11,138465.58000000002,Recent High Value,Potential,10
101382,1,12,178739.43,Recent High Value,Champions,13
101383,2,11,123740.92,Recent High Value,Loyal,11
101384,1,13,168160.36,Recent High Value,Champions,13
101385,3,14,199278.59,Recent High Value,Champions,13
101386,2,12,172956.68,Recent High Value,Loyal,12
101387,17,11,151791.61,Recent High Value,Needs Attention,8
101388,11,14,127589.27,Recent High Value,Potential,9
101389,13,13,166117.81,Recent High Value,Potential,10
101390,3,12,133199.56,Recent High Value,Potential,10
101391,5,11,142431.05,Recent High Value,Potential,10
101392,1,13,146546.3,Recent High Value,Champions,13
101393,2,6,55239.17,Recent High Value,Needs Attention,7
101394,5,12,170752.72,Recent High Value,Loyal,11
101395,2,12,118935.44,Recent High Value,Potential,10
101396,14,10,105869.79,Recent High Value,At Risk,5
101397,19,9,118718.5,Recent High Value,At Risk,5
101398,7,9,98652.59,Recent High Value,Needs Attention,7
101399,6,9,58899.06,Recent High Value,At Risk,6
101400,2,12,164829.84,Recent High Value,Loyal,12
101401,2,10,129777.79,Recent High Value,Potential,10
101402,1,18,229934.89,Top 5% Monetary,Champions,15
101403,4,8,104452.45,Recent High Value,Needs Attention,7
101404,19,12,186131.89,Recent High Value,Potential,9
101405,3,10,92531.47,Recent High Value,Needs Attention,7
101406,3,13,150566.11,Recent High Value,Loyal,12
101407,9,10,111175.44,Recent High Value,At Risk,6
101408,1,11,147150.34,Recent High Value,Loyal,12
101409,21,10,130067.12,Recent High Value,At Risk,6
101410,6,9,119658.84,Recent High Value,Needs Attention,7
101411,28,7,70509.54000000001,Recent High Value,At Risk,3
101412,7,15,178316.52,Recent High Value,Champions,13
101413,1,9,118443.37,Recent High Value,Potential,9
101414,27,8,113802.7,Recent High Value,At Risk,4
101415,7,14,186093.67,Recent High Value,Loyal,12
101416,6,5,59764.02,Recent High Value,At Risk,5
101417,12,10,124591.27,Recent High Value,Needs Attention,7
101418,15,17,191696.3,Top 10% Frequency,Loyal,11
101419,5,8,95449.73,Recent High Value,At Risk,6
101420,12,7,90334.13,Recent High Value,At Risk,4
101421,4,11,95090.71,Recent High Value,Needs Attention,8
101422,25,12,127140.01,Recent High Value,Needs Attention,7
101423,2,11,116281.32,Recent High Value,Potential,10
101424,13,8,41044.5,Recent High Value,At Risk,4
101425,1,16,166050.94,Top 10% Frequency,Champions,14
101426,5,16,184071.14,Top 10% Frequency,Champions,14
101427,1,17,157267.89,Top 10% Frequency,Champions,14
101428,3,7,83863.11,Recent High Value,At Risk,6
101429,14,13,167347.2,Recent High Value,Potential,9
101430,4,7,54595.88,Recent High Value,At Risk,6
101431,10,12,181481.03,Recent High Value,Potential,10
101432,1,17,200527.07,Top 10% Frequency,Champions,15
101433,3,8,99888.44,Recent High Value,Needs Attention,7
101434,22,6,77970.64,Recent High Value,At Risk,3
101435,2,11,127629.38,Recent High Value,Loyal,11
101437,5,12,102063.61,Recent High Value,Potential,9
101438,4,7,58820.19,Recent High Value,At Risk,6
101439,1,12,136674.95,Recent High Value,Loyal,11
101440,8,12,156144.82,Recent High Value,Potential,10
101441,2,12,138193.9,Recent High Value,Loyal,11
101442,7,8,59015.33,Recent High Value,At Risk,5
101443,19,6,50285.44,Recent High Value,At Risk,3
101444,10,10,93728.12,Recent High Value,At Risk,5
101445,3,11,140792.2,Recent High Value,Potential,10
101446,1,11,152341.77,Recent High Value,Loyal,12
101447,1,16,215579.09,Top 10% Frequency,Champions,15
101448,4,6,49565.65,Recent High Value,At Risk,6
101449,11,7,78172.38,Recent High Value,At Risk,4
101450,12,16,182204.5,Top 10% Frequency,Loyal,12
101451,3,11,132097.62,Recent High Value,Potential,10
101452,10,10,138322.63999999998,Recent High Value,Needs Attention,7
101453,27,11,154668.25,Recent High Value,Needs Attention,8
101454,4,9,104853.06,Recent High Value,Needs Attention,8
101455,10,13,170431.6,Recent High Value,Potential,10
101456,11,8,85586.22,Recent High Value,At Risk,4
101457,2,6,64145.79000000001,Recent High Value,Needs Attention,7
101458,1,16,185952.53,Top 10% Frequency,Champions,15
101459,1,15,170348.17,Recent High Value,Champions,14
101460,10,10,102815.84,Recent High Value,At Risk,6
101461,6,12,139519.3,Recent High Value,Potential,9
101462,2,12,146244.73,Recent High Value,Loyal,12
101463,4,15,218427.55,Recent High Value,Champions,14
101464,7,11,146581.12,Recent High Value,Potential,10
101465,18,11,160078.3,Recent High Value,Needs Attention,8
101466,1,11,159857.82,Recent High Value,Loyal,12
101467,25,6,80872.01,Recent High Value,At Risk,3
101468,1,15,153961.64,Recent High Value,Champions,14
101469,6,10,164642.34,Recent High Value,Potential,9
101470,2,13,160921.04,Recent High Value,Champions,13
101471,9,16,152697.62,Top 10% Frequency,Loyal,11
101472,29,6,58789.03999999999,Recent High Value,At Risk,3
101473,6,10,123167.66,Recent High Value,Needs Attention,8
101474,6,17,139582.11,Top 10% Frequency,Loyal,11
101475,4,10,112631.11,Recent High Value,Needs Attention,8
101476,9,11,132115.48,Recent High Value,Needs Attention,8
101477,20,9,112636.15,Recent High Value,At Risk,5
101478,21,7,106126.3,Recent High Value,At Risk,4
101479,4,16,196249.66,Top 10% Frequency,Champions,14
101480,1,9,93270.12,Recent High Value,Needs Attention,8
101481,2,13,156749.43,Recent High Value,Champions,13
101482,15,14,138803.72,Recent High Value,Needs Attention,8
101483,5,8,100450.37,Recent High Value,Needs Attention,7
101484,2,9,98432.76,Recent High Value,Potential,9
101485,8,10,120921.9,Recent High Value,Needs Attention,7
101486,13,8,99402.78,Recent High Value,At Risk,5
101487,20,3,34500.82,Recent High Value,At Risk,3
101488,4,14,143424.48,Recent High Value,Loyal,11
101489,5,14,157334.66,Recent High Value,Loyal,12
101490,5,9,95161.31,Recent High Value,Needs Attention,7
101491,15,1,7730.63,Recent High Value,At Risk,3
101492,1,14,177627.77,Recent High Value,Champions,14
101493,6,12,130459.6,Recent High Value,Potential,9
101494,2,10,104154.08,Recent High Value,Potential,9
101495,3,16,175018.42,Top 10% Frequency,Champions,13
101496,8,9,94637.77,Recent High Value,At Risk,6
101497,4,12,177305.88999999998,Recent High Value,Loyal,12
101498,12,11,144276.88,Recent High Value,Needs Attention,8
101499,2,7,51445.56,Recent High Value,Needs Attention,7
101500,7,11,132330.47,Recent High Value,Potential,9
101501,3,7,64360.36,Recent High Value,At Risk,6
101502,6,16,158679.65,Top 10% Frequency,Loyal,12
101503,6,12,163899.5,Recent High Value,Potential,10
101504,8,8,109085.83,Recent High Value,At Risk,6
101505,10,11,104510.46,Recent High Value,Needs Attention,7
101506,1,7,85644.91,Recent High Value,Needs Attention,7
101507,6,11,179725.52,Recent High Value,Loyal,11
101508,18,10,109938.47,Recent High Value,At Risk,5
101509,5,11,111299.12,Recent High Value,Potential,9
101510,3,13,160675.69,Recent High Value,Loyal,12
101511,3,12,157791.32,Recent High Value,Loyal,11
101512,9,6,68108.9,Recent High Value,At Risk,4
101513,24,8,87017.67,Recent High Value,At Risk,3
101514,1,14,197861.02,Recent High Value,Champions,14
101515,5,13,147614.7,Recent High Value,Loyal,12
101516,6,7,93935.08,Recent High Value,At Risk,5
101517,10,14,174494.73,Recent High Value,Potential,10
101518,3,12,128800.1,Recent High Value,Potential,10
101519,3,9,114469.47,Recent High Value,Needs Attention,8
101520,1,15,137396.39,Recent High Value,Champions,13
101521,22,12,172328.06,Recent High Value,Needs Attention,8
101522,23,10,97828.98,Recent High Value,At Risk,5
101523,8,16,203426.35,Top 10% Frequency,Champions,13
101524,5,13,165473.99,Recent High Value,Loyal,12
101525,4,15,162392.72,Recent High Value,Champions,13
101526,7,15,196159.71,Recent High Value,Champions,13
101527,4,11,145939.51,Recent High Value,Potential,10
101528,15,10,144512.65,Recent High Value,At Risk,6
101529,20,13,128113.38,Recent High Value,Needs Attention,8
101530,6,11,166129.06,Recent High Value,Potential,10
101531,5,12,164386.98,Recent High Value,Loyal,11
101532,1,9,98188.93,Recent High Value,Potential,9
101533,1,9,94374.67,Recent High Value,Needs Attention,8
101534,1,16,223537.91,Top 5% Monetary,Champions,15
101535,10,6,68216.62,Recent High Value,At Risk,4
101536,17,10,123880.09,Recent High Value,At Risk,6
101537,9,15,211164.99,Recent High Value,Loyal,12
101538,17,9,81675.14,Recent High Value,At Risk,4
101539,9,11,134114.26,Recent High Value,Needs Attention,8
101540,11,8,95516.9,Recent High Value,At Risk,4
101541,23,8,74157.19,Recent High Value,At Risk,3
101542,10,8,79144.3,Recent High Value,At Risk,4
101543,2,7,101795.1,Recent High Value,Needs Attention,8
101544,17,10,142295.3,Recent High Value,At Risk,6
101545,13,17,248181.67,Top 5% Monetary,Loyal,12
101546,12,13,188276.69,Recent High Value,Loyal,11
101547,10,13,200077.22,Recent High Value,Loyal,11
101548,13,9,131856.32,Recent High Value,Needs Attention,7
101549,5,13,125712.36,Recent High Value,Loyal,11
101550,19,8,84707.11,Recent High Value,At Risk,3
101551,2,14,110731.15,Recent High Value,Loyal,11
101552,1,11,142216.04,Recent High Value,Loyal,11
101553,2,13,166925.16,Recent High Value,Champions,13
101554,2,6,91276.33,Recent High Value,Needs Attention,7
101555,11,11,154715.77,Recent High Value,Potential,9
101556,1,12,149046.6,Recent High Value,Loyal,12
101558,2,14,218903.5,Top 5% Monetary,Champions,14
101559,12,8,135935.93,Recent High Value,At Risk,6
101560,1,12,147312.66999999998,Recent High Value,Loyal,12
101561,3,11,134579.73,Recent High Value,Potential,10
101562,1,13,150107.86000000002,Recent High Value,Champions,13
101563,2,14,149747.72,Recent High Value,Champions,13
101564,1,15,151160.32,Recent High Value,Champions,14
101565,24,9,131068.91,Recent High Value,At Risk,6
101566,10,12,120372.7,Recent High Value,Needs Attention,7
101567,6,7,79449.91,Recent High Value,At Risk,5
101568,12,11,124601.72,Recent High Value,Needs Attention,8
101569,6,10,97812.43,Recent High Value,Needs Attention,7
101570,5,10,139159.13999999998,Recent High Value,Potential,9
101571,3,19,201132.91,Top 10% Frequency,Champions,14
101572,5,8,79582.66,Recent High Value,At Risk,6
101573,4,11,137241.94999999998,Recent High Value,Potential,10
101574,10,8,92019.65,Recent High Value,At Risk,4
101575,18,6,92075.67,Recent High Value,At Risk,3
101576,22,7,90049.88,Recent High Value,At Risk,3
101577,2,15,145509.87,Recent High Value,Champions,13
101578,7,8,99084.38,Recent High Value,At Risk,6
101579,4,13,186421.08,Recent High Value,Champions,13
101580,3,15,171247.75,Recent High Value,Champions,13
101581,2,9,137688.03,Recent High Value,Potential,10
101582,6,7,71881.14,Recent High Value,At Risk,5
101583,12,13,136777.63,Recent High Value,Potential,9
101584,2,13,139146.31,Recent High Value,Loyal,12
101585,14,11,123965.1,Recent High Value,Needs Attention,7
101586,5,10,125320.37,Recent High Value,Potential,9
101587,14,21,284916.58,Top 5% Monetary,Loyal,11
101588,6,11,125526.91,Recent High Value,Potential,9
101589,12,12,152125.67,Recent High Value,Potential,9
101590,16,12,164458.77,Recent High Value,Needs Attention,8
101591,10,8,86744.40000000001,Recent High Value,At Risk,4
101592,3,10,97133.55,Recent High Value,Needs Attention,8
101593,1,11,137316.55,Recent High Value,Loyal,11
101594,19,11,158021.03,Recent High Value,Needs Attention,8
101596,16,14,144600.6,Recent High Value,Needs Attention,8
101597,3,15,176298.88999999998,Recent High Value,Champions,14
101598,9,14,203806.65,Recent High Value,Loyal,11
101599,7,12,120782.66,Recent High Value,Needs Attention,8
101600,1,19,186179.15,Top 10% Frequency,Champions,15
101601,14,9,91370.94,Recent High Value,At Risk,4
101602,5,12,157031.07,Recent High Value,Loyal,11
101603,5,11,123175.96,Recent High Value,Potential,10
101604,13,6,92931.05,Recent High Value,At Risk,4
101605,5,18,212446.47,Top 10% Frequency,Champions,14
101606,4,14,209312.07,Recent High Value,Champions,13
101607,5,10,106904.41,Recent High Value,Needs Attention,8
101608,5,12,139708.27,Recent High Value,Potential,10
101609,14,13,120040.29,Recent High Value,Needs Attention,7
101610,6,11,116855.23,Recent High Value,Needs Attention,8
101611,14,13,149126.84,Recent High Value,Potential,9
101612,1,13,162824.59,Recent High Value,Champions,13
101613,1,15,205869.5,Recent High Value,Champions,15
101614,6,18,184293.36,Top 10% Frequency,Champions,13
101615,4,15,156301.88,Recent High Value,Champions,13
101616,4,8,81250.53,Recent High Value,At Risk,6
101617,1,12,145955.09,Recent High Value,Loyal,11
101618,4,9,88318.45,Recent High Value,Needs Attention,7
101619,5,14,174892.49,Recent High Value,Loyal,12
101620,1,15,188634.0,Recent High Value,Champions,15
101621,1,6,81890.95,Recent High Value,Needs Attention,7
101622,2,13,132319.66999999998,Recent High Value,Loyal,12
101623,4,13,219795.2,Top 5% Monetary,Champions,13
101624,4,16,186689.55,Top 10% Frequency,Champions,14
101625,3,12,101647.48,Recent High Value,Potential,9
101626,10,11,142019.91999999998,Recent High Value,Needs Attention,8
101627,1,10,94153.59,Recent High Value,Needs Attention,8
101628,25,11,108480.47,Recent High Value,At Risk,6
101629,3,14,159956.19,Recent High Value,Loyal,12
101630,4,12,166224.38,Recent High Value,Loyal,11
101631,5,11,118935.2,Recent High Value,Potential,9
101632,3,13,157301.63,Recent High Value,Loyal,12
101633,10,14,201399.01,Recent High Value,Loyal,11
101634,15,10,127043.75,Recent High Value,At Risk,6
101635,7,11,136831.69,Recent High Value,Potential,9
101636,4,12,119633.66,Recent High Value,Potential,9
101637,12,12,150935.31,Recent High Value,Potential,9
101638,7,14,182782.05,Recent High Value,Loyal,12
101639,2,7,74111.5,Recent High Value,Needs Attention,7
101640,2,13,118346.65,Recent High Value,Loyal,11
101641,25,10,137368.62,Recent High Value,At Risk,6
101642,9,10,69692.25,Recent High Value,At Risk,5
101643,16,8,96822.17,Recent High Value,At Risk,4
101644,3,5,41448.56,Recent High Value,At Risk,6
101645,17,9,139691.46,Recent High Value,At Risk,6
101646,8,15,176742.56,Recent High Value,Champions,13
101647,19,9,96895.48,Recent High Value,At Risk,5
101649,10,11,144560.16999999998,Recent High Value,Needs Attention,8
101650,4,9,121912.9,Recent High Value,Needs Attention,8
101651,13,10,107685.85,Recent High Value,At Risk,6
101652,2,15,187692.65,Recent High Value,Champions,15
101653,7,10,133606.8,Recent High Value,Needs Attention,8
101654,4,11,126000.31,Recent High Value,Potential,10
101655,2,14,130680.82,Recent High Value,Loyal,12
101656,6,18,231467.63,Top 5% Monetary,Champions,13
101657,3,10,132606.25,Recent High Value,Potential,9
101658,4,21,198877.45,Top 10% Frequency,Champions,14
101659,4,14,178478.36000000002,Recent High Value,Champions,13
101660,2,10,121392.76,Recent High Value,Potential,9
101661,4,13,153237.34,Recent High Value,Loyal,12
101662,7,5,74828.31,Recent High Value,At Risk,5
101663,1,11,119042.66,Recent High Value,Potential,10
101664,3,10,126757.73,Recent High Value,Potential,9
101665,4,12,133232.18,Recent High Value,Potential,10
101666,12,10,135720.78,Recent High Value,Needs Attention,7
101667,10,22,299056.72,Top 5% Monetary,Loyal,12
101668,8,11,127750.26,Recent High Value,Potential,9
101669,12,4,54814.68,Recent High Value,At Risk,4
101670,2,16,206527.2,Top 10% Frequency,Champions,15
101671,9,12,169306.48,Recent High Value,Potential,9
101672,1,9,138773.8,Recent High Value,Potential,10
101673,3,12,143426.71,Recent High Value,Potential,10
101674,1,10,149407.99,Recent High Value,Loyal,11
101675,14,10,99000.43,Recent High Value,At Risk,5
101676,18,9,99750.4,Recent High Value,At Risk,5
101677,7,11,154635.6,Recent High Value,Potential,10
101678,10,13,153481.27,Recent High Value,Potential,10
101679,12,15,141087.11,Recent High Value,Potential,10
101680,1,20,233048.64,Top 5% Monetary,Champions,15
101681,5,10,143235.4,Recent High Value,Potential,9
101682,2,7,60609.74,Recent High Value,Needs Attention,7
101683,2,10,94259.6,Recent High Value,Needs Attention,8
101684,8,5,54182.55,Recent High Value,At Risk,5
101685,1,13,160586.18,Recent High Value,Champions,13
101686,11,9,122807.06,Recent High Value,Needs Attention,7
101687,1,6,72251.15,Recent High Value,Needs Attention,7
101688,10,11,104488.37,Recent High Value,Needs Attention,7
101689,9,11,89411.5,Recent High Value,At Risk,6
101690,15,11,105837.83,Recent High Value,At Risk,6
101691,8,16,179073.98,Top 10% Frequency,Champions,13
101692,3,9,118205.28,Recent High Value,Needs Attention,8
101693,2,9,107842.1,Recent High Value,Potential,9
101694,4,10,151980.79,Recent High Value,Potential,10
101695,4,8,84500.51000000001,Recent High Value,At Risk,6
101696,17,13,157649.71,Recent High Value,Potential,9
101697,1,6,67144.31,Recent High Value,Needs Attention,7
101698,2,10,115533.66,Recent High Value,Potential,9
101699,1,14,138453.16999999998,Recent High Value,Loyal,12
101700,3,12,129458.68,Recent High Value,Potential,10
101701,3,15,153528.33,Recent High Value,Champions,13
101702,21,12,85886.04,Recent High Value,At Risk,5
101703,8,13,173287.72,Recent High Value,Loyal,11
101704,1,10,103462.08,Recent High Value,Potential,9
101705,10,9,113921.76,Recent High Value,At Risk,6
101706,7,12,139459.43,Recent High Value,Potential,9
101707,1,12,124571.81,Recent High Value,Loyal,11
101708,17,8,78895.45,Recent High Value,At Risk,3
101709,9,11,165593.11,Recent High Value,Potential,9
101710,18,11,109688.69,Recent High Value,At Risk,6
101711,11,17,248172.35,Top 5% Monetary,Loyal,12
101712,19,9,122632.31,Recent High Value,At Risk,6
101713,3,15,196524.41,Recent High Value,Champions,14
101714,7,12,160781.32,Recent High Value,Potential,10
101715,1,16,199952.31,Top 10% Frequency,Champions,15
101716,1,7,87402.28,Recent High Value,Needs Attention,7
101717,5,20,234083.12,Top 5% Monetary,Champions,14
101718,1,21,188609.31,Top 10% Frequency,Champions,15
101719,18,14,212540.39,Recent High Value,Potential,10
101720,13,8,81149.4,Recent High Value,At Risk,4
101721,3,12,155974.43,Recent High Value,Loyal,11
101722,6,13,134661.13,Recent High Value,Potential,10
101723,25,10,144464.35,Recent High Value,At Risk,6
101724,1,19,221804.36,Top 5% Monetary,Champions,15
101725,2,14,167197.66999999998,Recent High Value,Champions,13
101726,7,11,91793.03,Recent High Value,Needs Attention,7
101727,10,8,106495.25,Recent High Value,At Risk,5
101728,11,6,73083.64,Recent High Value,At Risk,4
101729,4,10,174414.38,Recent High Value,Potential,10
101730,8,12,186189.89,Recent High Value,Loyal,11
101731,8,7,63106.3,Recent High Value,At Risk,5
101732,6,12,161701.43,Recent High Value,Potential,10
101733,1,16,177716.18,Top 10% Frequency,Champions,15
101734,4,11,143545.52,Recent High Value,Potential,10
101735,3,18,192193.98,Top 10% Frequency,Champions,14
101736,5,12,151621.22,Recent High Value,Loyal,11
101737,3,9,108764.78,Recent High Value,Needs Attention,8
101738,16,10,96793.14,Recent High Value,At Risk,5
101739,12,9,78575.92,Recent High Value,At Risk,5
101740,10,10,115753.67,Recent High Value,At Risk,6
101741,6,7,97810.45,Recent High Value,At Risk,6
101742,1,10,107288.3,Recent High Value,Potential,9
101743,8,17,201388.09,Top 10% Frequency,Champions,13
101744,5,7,76278.89,Recent High Value,At Risk,6
101745,6,8,90701.1,Recent High Value,At Risk,5
101746,1,10,132900.75,Recent High Value,Potential,10
101747,5,16,142518.3,Top 10% Frequency,Loyal,12
101748,6,9,79645.18000000001,Recent High Value,At Risk,6
101750,3,13,107909.28,Recent High Value,Potential,10
101751,21,11,89181.87999999999,Recent High Value,At Risk,5
101752,11,9,93746.39,Recent High Value,At Risk,5
101753,2,12,134970.53,Recent High Value,Loyal,11
101754,2,11,141823.79,Recent High Value,Loyal,11
101755,10,13,160052.78,Recent High Value,Potential,10
101756,5,11,144584.91,Recent High Value,Potential,10
101757,5,16,179511.73,Top 10% Frequency,Champions,14
101758,13,9,112561.2,Recent High Value,At Risk,6
101759,5,15,171572.6,Recent High Value,Champions,13
101760,2,11,107102.34,Recent High Value,Potential,10
101761,2,7,39709.79,Recent High Value,Needs Attention,7
101762,21,8,82790.06,Recent High Value,At Risk,3
101763,7,6,77102.98,Recent High Value,At Risk,5
101764,4,8,136444.51,Recent High Value,Needs Attention,8
101765,6,8,98053.8,Recent High Value,At Risk,6
101766,12,6,69388.28,Recent High Value,At Risk,4
101767,5,17,237226.89,Top 5% Monetary,Champions,14
101769,5,13,158361.31,Recent High Value,Loyal,12
101770,12,10,103285.3,Recent High Value,At Risk,6
101771,5,10,98535.87,Recent High Value,Needs Attention,8
101772,3,7,98037.52,Recent High Value,Needs Attention,7
101773,18,15,180780.87,Recent High Value,Loyal,11
101774,8,11,111772.23,Recent High Value,Needs Attention,8
101775,25,9,90054.66,Recent High Value,At Risk,4
101776,2,16,199356.37,Top 10% Frequency,Champions,15
101777,2,17,202693.56,Top 10% Frequency,Champions,15
101778,9,15,188515.6,Recent High Value,Loyal,12
101779,7,8,120418.83,Recent High Value,At Risk,6
101780,5,11,178083.08,Recent High Value,Loyal,12
101781,5,11,125151.98,Recent High Value,Potential,10
101782,8,9,125394.23,Recent High Value,Needs Attention,8
101783,3,12,137928.61,Recent High Value,Potential,10
101784,4,15,150891.3,Recent High Value,Champions,13
101785,5,5,47986.5,Recent High Value,At Risk,6
101786,5,10,88928.86,Recent High Value,Needs Attention,7
101787,1,13,130484.58,Recent High Value,Loyal,12
101788,5,5,53722.92,Recent High Value,At Risk,6
101789,10,13,169010.82,Recent High Value,Potential,10
101790,9,11,112638.9,Recent High Value,Needs Attention,7
101791,5,11,183449.41,Recent High Value,Loyal,12
101792,6,11,156401.73,Recent High Value,Potential,10
101793,8,8,95213.17,Recent High Value,At Risk,5
101794,1,10,43537.62,Recent High Value,Needs Attention,8
101795,7,13,143664.76,Recent High Value,Potential,10
101796,1,8,108904.22,Recent High Value,Needs Attention,8
101797,1,12,158822.7,Recent High Value,Loyal,12
101798,1,8,91581.68,Recent High Value,Needs Attention,7
101799,2,10,114215.8,Recent High Value,Potential,9
101800,5,16,195541.71,Top 10% Frequency,Champions,14
101801,10,9,100310.2,Recent High Value,At Risk,6
101802,16,13,141706.3,Recent High Value,Needs Attention,8
101803,9,8,92076.83,Recent High Value,At Risk,4
101804,15,8,88284.48000000001,Recent High Value,At Risk,3
101805,2,10,146393.27000000002,Recent High Value,Loyal,11
101806,1,13,151141.07,Recent High Value,Champions,13
101807,24,6,94474.42,Recent High Value,At Risk,3
101808,4,7,95073.56,Recent High Value,At Risk,6
101809,20,9,100799.11,Recent High Value,At Risk,5
101810,16,14,173687.8,Recent High Value,Potential,9
101811,18,10,66969.24,Recent High Value,At Risk,4
101812,8,12,119044.56,Recent High Value,Needs Attention,8
101813,2,11,137716.52,Recent High Value,Loyal,11
101814,8,12,142315.23,Recent High Value,Potential,9
101815,11,8,122445.27,Recent High Value,At Risk,5
101816,2,19,224071.67,Top 5% Monetary,Champions,15
101817,4,18,194649.35,Top 10% Frequency,Champions,14
101818,13,10,125587.86,Recent High Value,Needs Attention,7
101819,12,11,172314.7,Recent High Value,Potential,9
101820,3,8,97539.11,Recent High Value,Needs Attention,7
101821,12,9,99438.11,Recent High Value,At Risk,6
101822,3,12,142105.04,Recent High Value,Potential,10
101823,2,21,236119.26,Top 5% Monetary,Champions,15
101824,13,9,94540.0,Recent High Value,At Risk,5
101825,12,11,111838.43,Recent High Value,Needs Attention,7
101826,2,7,96894.64,Recent High Value,Needs Attention,8
101827,1,9,84068.68000000001,Recent High Value,Needs Attention,8
101828,1,17,224251.58,Top 5% Monetary,Champions,15
101829,9,8,96162.24,Recent High Value,At Risk,4
101830,2,7,72906.03,Recent High Value,Needs Attention,7
101831,13,12,124496.52,Recent High Value,Needs Attention,8
101832,7,10,125721.1,Recent High Value,Needs Attention,8
101833,6,9,132532.5,Recent High Value,Needs Attention,8
101834,14,14,125300.11,Recent High Value,Needs Attention,8
101835,2,13,193188.92,Recent High Value,Champions,14
101836,13,9,131566.28,Recent High Value,Needs Attention,7
101837,2,6,79796.92000000001,Recent High Value,Needs Attention,7
101838,7,12,125320.73,Recent High Value,Potential,9
101839,2,11,151663.96,Recent High Value,Loyal,12
101840,11,12,136153.17,Recent High Value,Needs Attention,8
101841,1,11,142754.29,Recent High Value,Loyal,11
101842,3,13,158127.47,Recent High Value,Loyal,12
101843,14,8,120380.84,Recent High Value,At Risk,4
101844,16,10,99960.46,Recent High Value,At Risk,5
101845,3,12,111341.41,Recent High Value,Potential,9
101846,2,11,139009.6,Recent High Value,Loyal,11
101847,10,7,96084.77,Recent High Value,At Risk,4
101848,3,9,129607.44,Recent High Value,Potential,9
101849,27,9,125996.4,Recent High Value,At Risk,6
101850,14,7,74508.54000000001,Recent High Value,At Risk,3
101851,1,12,105723.87,Recent High Value,Potential,10
101852,1,18,249286.55,Top 5% Monetary,Champions,15
101853,8,9,111248.7,Recent High Value,Needs Attention,7
101854,9,13,140961.37,Recent High Value,Potential,9
101855,10,14,138419.0,Recent High Value,Potential,9
101856,3,9,137320.23,Recent High Value,Potential,9
101857,2,18,269902.58,Top 5% Monetary,Champions,15
101858,6,10,113363.44,Recent High Value,Needs Attention,7
101859,10,13,155246.6,Recent High Value,Potential,10
101860,1,10,122656.5,Recent High Value,Potential,10
101861,3,16,173021.91,Top 10% Frequency,Champions,13
101862,2,9,116440.85,Recent High Value,Potential,9
101863,5,12,107951.38,Recent High Value,Potential,9
101864,7,9,136153.11000000002,Recent High Value,Needs Attention,8
101865,7,8,50908.03,Recent High Value,At Risk,5
101866,1,9,136661.29,Recent High Value,Potential,10
101867,1,13,136428.87,Recent High Value,Loyal,12
101868,6,14,176463.79,Recent High Value,Loyal,12
101869,15,13,130515.4,Recent High Value,Needs Attention,8
101870,9,7,91152.12,Recent High Value,At Risk,4
101871,1,11,130719.09,Recent High Value,Loyal,11
101872,1,11,168768.39,Recent High Value,Loyal,12
101873,2,8,84869.36,Recent High Value,Needs Attention,7
101874,4,14,170712.83000000002,Recent High Value,Loyal,12
101875,7,11,155374.51,Recent High Value,Potential,10
101876,1,8,78834.02,Recent High Value,Needs Attention,7
101877,9,12,187891.41,Recent High Value,Potential,10
101878,2,9,103130.84,Recent High Value,Potential,9
101879,7,14,214037.9,Recent High Value,Loyal,12
101880,2,10,136813.74,Recent High Value,Potential,10
101881,4,12,130094.95,Recent High Value,Potential,10
101882,26,8,85175.6,Recent High Value,At Risk,3
101883,2,16,217018.67,Top 10% Frequency,Champions,15
101884,3,18,234542.65,Top 5% Monetary,Champions,14
101885,1,8,88448.51,Recent High Value,Needs Attention,7
101886,1,9,120603.37,Recent High Value,Potential,9
101887,29,9,101990.31,Recent High Value,At Risk,5
101888,1,12,126911.73,Recent High Value,Loyal,11
101889,9,13,140106.97999999998,Recent High Value,Potential,9
101890,10,16,248040.76,Top 5% Monetary,Loyal,12
101891,12,11,142606.31,Recent High Value,Needs Attention,8
101892,9,12,150346.96,Recent High Value,Potential,9
101893,13,15,163252.52,Recent High Value,Loyal,11
101894,5,9,73585.26,Recent High Value,Needs Attention,7
101895,8,17,167033.85,Top 10% Frequency,Loyal,12
101896,8,15,198397.77,Recent High Value,Champions,13
101897,13,7,89563.48,Recent High Value,At Risk,4
101898,3,16,191266.1,Top 10% Frequency,Champions,14
101899,12,12,128368.49,Recent High Value,Needs Attention,8
