CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_String,RFM_Segment
102900,5,14,170420.0,4,4,4,12,444,Loyal
102901,1,13,160999.25,5,4,4,13,544,Champions
102902,10,7,87938.73,2,1,1,4,211,At Risk
102903,17,10,103397.81,1,2,2,5,122,At Risk
102904,5,11,145623.63999999998,4,3,3,10,433,Potential
102905,14,9,96343.11,1,2,1,4,121,At Risk
102906,1,4,40222.72,5,1,1,7,511,Needs Attention
102907,4,15,190872.41,4,5,5,14,455,Champions
102908,18,10,96503.57,1,2,1,4,121,At Risk
102909,10,12,162887.03,2,3,4,9,234,Potential
102910,2,8,127117.19,5,1,3,9,513,Potential
102911,2,18,208376.01,5,5,5,15,555,Champions
102912,11,14,174540.95,2,4,4,10,244,Potential
102913,9,10,116620.2,2,2,2,6,222,At Risk
102914,3,15,175973.15,4,5,5,14,455,Champions
102915,4,19,198908.83,4,5,5,14,455,Champions
102916,1,13,167413.78,5,4,4,13,544,Champions
102917,6,8,113029.99,3,1,2,6,312,At Risk
102918,6,7,97767.78,3,1,2,6,312,At Risk
102919,4,14,149043.63,4,4,4,12,444,Loyal
102920,17,10,114926.75,1,2,2,5,122,At Risk
102921,6,19,238547.63,3,5,5,13,355,Champions
102922,9,10,122402.21,2,2,2,6,222,At Risk
102923,6,10,95832.09,3,2,1,6,321,At Risk
102924,4,10,112960.99,4,2,2,8,422,Needs Attention
102925,5,16,166690.59,4,5,4,13,454,Champions
102926,3,17,196796.93,4,5,5,14,455,Champions
102927,6,14,175115.64,3,4,4,11,344,Loyal
102928,29,5,32602.73,1,1,1,3,111,At Risk
102929,6,16,181764.04,3,5,5,13,355,Champions
102930,7,9,114549.87,3,2,2,7,322,Needs Attention
102931,7,15,161109.73,3,5,4,12,354,Loyal
102932,3,10,140636.09,4,2,3,9,423,Potential
102933,4,14,156949.27,4,4,4,12,444,Loyal
102934,10,10,73073.87,2,2,1,5,221,At Risk
102935,5,9,110063.45,4,2,2,8,422,Needs Attention
102936,4,15,226512.21,4,5,5,14,455,Champions
102937,12,9,134631.4,2,2,3,7,223,Needs Attention
102938,34,4,45206.88,1,1,1,3,111,At Risk
102939,14,13,144078.72,1,4,3,8,143,Needs Attention
102940,5,9,117127.17,4,2,2,8,422,Needs Attention
102941,14,9,116430.6,1,2,2,5,122,At Risk
102942,4,14,173010.63,4,4,4,12,444,Loyal
102943,3,15,180404.16,4,5,5,14,455,Champions
102944,17,9,132953.1,1,2,3,6,123,At Risk
102945,14,10,93055.64,1,2,1,4,121,At Risk
102946,3,8,114210.38,4,1,2,7,412,Needs Attention
102947,1,12,128892.73,5,3,3,11,533,Loyal
102948,4,15,196193.51,4,5,5,14,455,Champions
102949,1,11,138943.36000000002,5,3,3,11,533,Loyal
102950,14,12,188822.6,1,3,5,9,135,Potential
102951,1,11,153682.23,5,3,4,12,534,Loyal
102952,14,13,186566.34,1,4,5,10,145,Potential
102953,9,7,122921.98,2,1,3,6,213,At Risk
102954,13,10,143144.91,2,2,3,7,223,Needs Attention
102955,4,13,166297.46,4,4,4,12,444,Loyal
102956,2,10,98214.4,5,2,2,9,522,Potential
102957,16,12,107804.42,1,3,2,6,132,At Risk
102958,27,11,181615.53,1,3,5,9,135,Potential
102959,1,9,92050.7,5,2,1,8,521,Needs Attention
102960,13,13,175612.83,2,4,5,11,245,Loyal
102961,3,11,137558.13,4,3,3,10,433,Potential
102962,1,15,129358.78,5,5,3,13,553,Champions
102963,9,13,201234.38,2,4,5,11,245,Loyal
102964,7,10,115943.27,3,2,2,7,322,Needs Attention
102965,1,15,142634.38,5,5,3,13,553,Champions
102966,10,10,113011.45,2,2,2,6,222,At Risk
102967,1,5,45720.51,5,1,1,7,511,Needs Attention
102968,10,14,162250.25,2,4,4,10,244,Potential
102969,2,11,100326.06,5,3,2,10,532,Potential
102970,8,12,200768.77,3,3,5,11,335,Loyal
102971,6,10,99298.9,3,2,2,7,322,Needs Attention
102972,12,10,77384.08,2,2,1,5,221,At Risk
102973,47,9,136771.77000000002,1,2,3,6,123,At Risk
102974,8,8,78822.90000000001,3,1,1,5,311,At Risk
102975,3,6,97815.29,4,1,2,7,412,Needs Attention
102976,25,9,123817.03,1,2,3,6,123,At Risk
102977,2,8,79624.22,5,1,1,7,511,Needs Attention
102978,5,14,200458.47,4,4,5,13,445,Champions
102979,1,13,127063.03,5,4,3,12,543,Loyal
102980,4,11,154069.32,4,3,4,11,434,Loyal
102981,1,11,93040.87,5,3,1,9,531,Potential
102982,12,7,76127.97,2,1,1,4,211,At Risk
102983,6,14,150955.45,3,4,4,11,344,Loyal
102984,1,15,211388.77,5,5,5,15,555,Champions
102985,1,13,133693.01,5,4,3,12,543,Loyal
102986,41,5,45693.27,1,1,1,3,111,At Risk
102987,1,9,84173.65,5,2,1,8,521,Needs Attention
102988,6,12,165220.18,3,3,4,10,334,Potential
102989,14,11,106866.47,1,3,2,6,132,At Risk
102990,5,12,97825.05,4,3,2,9,432,Potential
102991,18,5,96495.35,1,1,1,3,111,At Risk
102992,2,8,75057.82,5,1,1,7,511,Needs Attention
102993,1,17,214679.75,5,5,5,15,555,Champions
102994,1,15,230335.47,5,5,5,15,555,Champions
102995,2,12,138341.83,5,3,3,11,533,Loyal
102996,9,14,189311.53,2,4,5,11,245,Loyal
102997,13,6,98636.34,2,1,2,5,212,At Risk
102998,8,7,111783.0,3,1,2,6,312,At Risk
102999,7,11,110901.81,3,3,2,8,332,Needs Attention
103000,1,13,204551.82,5,4,5,14,545,Champions
103001,21,8,86119.84,1,1,1,3,111,At Risk
103002,46,10,154649.79,1,2,4,7,124,Needs Attention
103003,5,8,87456.01,4,1,1,6,411,At Risk
103004,19,15,127370.59,1,5,3,9,153,Potential
103005,7,15,194521.2,3,5,5,13,355,Champions
103006,7,16,227756.84,3,5,5,13,355,Champions
103007,3,12,137719.3,4,3,3,10,433,Potential
103008,9,10,108358.47,2,2,2,6,222,At Risk
103009,6,7,63065.66,3,1,1,5,311,At Risk
103010,1,12,127852.24,5,3,3,11,533,Loyal
103011,8,14,172640.49,3,4,4,11,344,Loyal
103012,7,9,132708.83000000002,3,2,3,8,323,Needs Attention
103013,11,9,108751.94,2,2,2,6,222,At Risk
103014,2,17,249898.83,5,5,5,15,555,Champions
103015,34,5,32986.53,1,1,1,3,111,At Risk
103016,3,5,53743.23,4,1,1,6,411,At Risk
103017,1,12,137553.61,5,3,3,11,533,Loyal
103018,32,5,61540.53,1,1,1,3,111,At Risk
103019,16,12,121142.95,1,3,2,6,132,At Risk
103020,9,11,126925.42,2,3,3,8,233,Needs Attention
103021,8,12,162009.72,3,3,4,10,334,Potential
103022,4,10,130479.12,4,2,3,9,423,Potential
103023,7,12,116848.52,3,3,2,8,332,Needs Attention
103024,23,10,111793.8,1,2,2,5,122,At Risk
103025,5,15,168336.03,4,5,4,13,454,Champions
103026,4,14,173860.87,4,4,4,12,444,Loyal
103027,6,10,94326.82,3,2,1,6,321,At Risk
103028,1,8,97542.21,5,1,2,8,512,Needs Attention
103029,6,8,106890.36,3,1,2,6,312,At Risk
103030,4,15,219015.88,4,5,5,14,455,Champions
103031,10,10,136098.28,2,2,3,7,223,Needs Attention
103032,15,16,169362.21,1,5,4,10,154,Potential
103033,13,11,158144.93,2,3,4,9,234,Potential
103034,9,11,158686.68,2,3,4,9,234,Potential
103035,1,17,202443.99,5,5,5,15,555,Champions
103036,1,17,212476.84,5,5,5,15,555,Champions
103037,2,15,247068.38,5,5,5,15,555,Champions
103038,5,9,93175.93,4,2,1,7,421,Needs Attention
103039,28,11,124003.46,1,3,3,7,133,Needs Attention
103040,23,11,188281.6,1,3,5,9,135,Potential
103041,3,10,117886.32,4,2,2,8,422,Needs Attention
103042,1,21,279154.33,5,5,5,15,555,Champions
103043,14,11,154832.73,1,3,4,8,134,Needs Attention
103044,16,16,186884.89,1,5,5,11,155,Loyal
103045,4,23,279073.5,4,5,5,14,455,Champions
103046,2,18,202527.98,5,5,5,15,555,Champions
103047,1,12,179992.93,5,3,5,13,535,Champions
103048,2,13,115862.18,5,4,2,11,542,Loyal
103049,14,8,137148.63,1,1,3,5,113,At Risk
103050,5,5,73328.89,4,1,1,6,411,At Risk
103051,7,16,167764.06999999998,3,5,4,12,354,Loyal
103052,14,12,118926.46,1,3,2,6,132,At Risk
103053,5,12,144581.72999999998,4,3,3,10,433,Potential
103054,14,6,58613.4,1,1,1,3,111,At Risk
103055,7,17,189833.94,3,5,5,13,355,Champions
103056,1,6,91781.54,5,1,1,7,511,Needs Attention
103057,15,9,90691.06,1,2,1,4,121,At Risk
103058,1,7,105116.59,5,1,2,8,512,Needs Attention
103059,4,6,71670.91,4,1,1,6,411,At Risk
103060,26,11,107452.43,1,3,2,6,132,At Risk
103061,3,14,134265.66,4,4,3,11,443,Loyal
103062,12,17,188669.3,2,5,5,12,255,Loyal
103063,16,8,112720.27,1,1,2,4,112,At Risk
103064,24,9,122026.87,1,2,2,5,122,At Risk
103065,4,7,117687.3,4,1,2,7,412,Needs Attention
103066,31,9,76374.13,1,2,1,4,121,At Risk
103067,14,8,66064.17,1,1,1,3,111,At Risk
103068,5,11,135532.45,4,3,3,10,433,Potential
103069,13,12,181814.95,2,3,5,10,235,Potential
103070,13,8,99219.85,2,1,2,5,212,At Risk
103071,2,15,185586.61,5,5,5,15,555,Champions
103072,9,12,130631.05,2,3,3,8,233,Needs Attention
103073,24,10,86374.94,1,2,1,4,121,At Risk
103074,7,13,117029.75,3,4,2,9,342,Potential
103075,4,11,88510.54,4,3,1,8,431,Needs Attention
103076,9,8,110124.21,2,1,2,5,212,At Risk
103077,1,11,116540.04,5,3,2,10,532,Potential
103078,2,15,147073.96,5,5,4,14,554,Champions
103079,7,9,112600.6,3,2,2,7,322,Needs Attention
103080,36,7,68152.72,1,1,1,3,111,At Risk
103081,6,20,258917.62,3,5,5,13,355,Champions
103082,6,12,141905.73,3,3,3,9,333,Potential
103083,2,12,175388.18,5,3,5,13,535,Champions
103084,6,8,117053.63,3,1,2,6,312,At Risk
103085,3,16,185054.5,4,5,5,14,455,Champions
103086,1,13,185918.62,5,4,5,14,545,Champions
103087,8,11,133834.54,3,3,3,9,333,Potential
103088,18,9,116060.69,1,2,2,5,122,At Risk
103089,13,9,92080.08,2,2,1,5,221,At Risk
103090,1,19,191448.03,5,5,5,15,555,Champions
103091,6,8,136134.71,3,1,3,7,313,Needs Attention
103092,6,13,163182.14,3,4,4,11,344,Loyal
103093,8,16,206111.77,3,5,5,13,355,Champions
103094,25,9,122770.48,1,2,3,6,123,At Risk
103095,5,13,220180.03,4,4,5,13,445,Champions
103096,3,14,193634.6,4,4,5,13,445,Champions
103097,8,18,241284.02,3,5,5,13,355,Champions
103098,1,16,150366.2,5,5,4,14,554,Champions
103099,15,8,88785.76999999999,1,1,1,3,111,At Risk
103100,2,15,181667.68,5,5,5,15,555,Champions
103101,8,16,210884.07,3,5,5,13,355,Champions
103102,7,12,119199.9,3,3,2,8,332,Needs Attention
103103,12,10,134736.71,2,2,3,7,223,Needs Attention
103104,8,4,52658.47,3,1,1,5,311,At Risk
103105,10,18,225658.91,2,5,5,12,255,Loyal
103106,2,14,143039.67,5,4,3,12,543,Loyal
103107,4,11,145505.73,4,3,3,10,433,Potential
103108,1,14,131722.86,5,4,3,12,543,Loyal
103109,13,14,144377.45,2,4,3,9,243,Potential
103110,8,12,157808.25,3,3,4,10,334,Potential
103111,2,16,175766.54,5,5,5,15,555,Champions
103112,6,8,89592.19,3,1,1,5,311,At Risk
103113,9,10,90553.81,2,2,1,5,221,At Risk
103114,3,10,112324.46,4,2,2,8,422,Needs Attention
103115,12,7,42636.92,2,1,1,4,211,At Risk
103116,2,12,132536.43,5,3,3,11,533,Loyal
103117,1,13,175187.18,5,4,5,14,545,Champions
103118,4,7,69825.22,4,1,1,6,411,At Risk
103119,17,10,138484.73,1,2,3,6,123,At Risk
103120,24,17,178718.97,1,5,5,11,155,Loyal
103121,1,11,126699.06,5,3,3,11,533,Loyal
103122,20,8,99359.3,1,1,2,4,112,At Risk
103123,5,11,132595.08,4,3,3,10,433,Potential
103124,44,4,80934.0,1,1,1,3,111,At Risk
103125,5,7,84237.13,4,1,1,6,411,At Risk
103126,5,13,171995.31,4,4,4,12,444,Loyal
103127,20,7,72948.99,1,1,1,3,111,At Risk
103128,11,12,105247.52,2,3,2,7,232,Needs Attention
103129,41,6,62202.54,1,1,1,3,111,At Risk
103130,8,17,202765.55,3,5,5,13,355,Champions
103131,9,12,139612.92,2,3,3,8,233,Needs Attention
103132,41,6,48787.6,1,1,1,3,111,At Risk
103133,1,7,90646.02,5,1,1,7,511,Needs Attention
103134,6,16,192675.54,3,5,5,13,355,Champions
103135,9,14,185444.17,2,4,5,11,245,Loyal
103136,2,10,122512.56,5,2,3,10,523,Potential
103137,9,5,67261.08,2,1,1,4,211,At Risk
103138,3,13,155270.03,4,4,4,12,444,Loyal
103139,1,13,136703.45,5,4,3,12,543,Loyal
103140,8,11,130848.82,3,3,3,9,333,Potential
103141,3,13,145708.85,4,4,3,11,443,Loyal
103142,8,10,118060.12,3,2,2,7,322,Needs Attention
103143,8,13,94553.61,3,4,1,8,341,Needs Attention
103144,5,10,96903.32,4,2,2,8,422,Needs Attention
103145,5,18,220386.85,4,5,5,14,455,Champions
103146,1,20,217215.91,5,5,5,15,555,Champions
103147,33,6,52670.74,1,1,1,3,111,At Risk
103148,2,11,184525.74,5,3,5,13,535,Champions
103149,24,15,192493.97,1,5,5,11,155,Loyal
103150,7,13,142216.35,3,4,3,10,343,Potential
103151,1,11,134592.9,5,3,3,11,533,Loyal
103152,2,17,155092.09,5,5,4,14,554,Champions
103153,5,13,189842.93,4,4,5,13,445,Champions
103154,3,12,130459.6,4,3,3,10,433,Potential
103155,20,13,144346.71,1,4,3,8,143,Needs Attention
103156,13,16,200587.22,2,5,5,12,255,Loyal
103157,11,8,99998.58,2,1,2,5,212,At Risk
103158,2,11,123888.93,5,3,3,11,533,Loyal
103159,10,9,132016.44,2,2,3,7,223,Needs Attention
103160,33,11,101811.96,1,3,2,6,132,At Risk
103161,8,4,43346.76,3,1,1,5,311,At Risk
103162,20,11,136472.97,1,3,3,7,133,Needs Attention
103163,4,15,151879.04,4,5,4,13,454,Champions
103164,8,12,158007.28,3,3,4,10,334,Potential
103165,2,13,117645.86,5,4,2,11,542,Loyal
103166,6,12,156408.15,3,3,4,10,334,Potential
103167,5,12,110358.02,4,3,2,9,432,Potential
103168,14,12,133593.5,1,3,3,7,133,Needs Attention
103169,5,19,246721.6,4,5,5,14,455,Champions
103170,2,10,111274.3,5,2,2,9,522,Potential
103171,13,11,198810.48,2,3,5,10,235,Potential
103172,7,11,157899.13,3,3,4,10,334,Potential
103173,17,6,64966.48,1,1,1,3,111,At Risk
103174,20,6,64034.740000000005,1,1,1,3,111,At Risk
103175,2,11,134648.85,5,3,3,11,533,Loyal
103176,27,10,114688.18,1,2,2,5,122,At Risk
103177,5,9,88685.85,4,2,1,7,421,Needs Attention
103178,20,10,113185.74,1,2,2,5,122,At Risk
103179,5,13,158680.13999999998,4,4,4,12,444,Loyal
103180,11,9,75443.92,2,2,1,5,221,At Risk
103181,5,11,127088.18,4,3,3,10,433,Potential
103182,9,9,115626.62,2,2,2,6,222,At Risk
103183,10,11,155865.72,2,3,4,9,234,Potential
103184,1,14,180552.63,5,4,5,14,545,Champions
103185,25,11,146398.19,1,3,4,8,134,Needs Attention
103186,11,10,126499.44,2,2,3,7,223,Needs Attention
103187,16,9,86591.03,1,2,1,4,121,At Risk
103188,17,13,148882.08000000002,1,4,4,9,144,Potential
103189,2,10,122721.22,5,2,3,10,523,Potential
103190,4,8,92477.19,4,1,1,6,411,At Risk
103191,5,8,87434.06,4,1,1,6,411,At Risk
103192,10,9,145687.77,2,2,3,7,223,Needs Attention
103193,4,15,203649.23,4,5,5,14,455,Champions
103194,3,12,155665.33,4,3,4,11,434,Loyal
103195,14,12,140538.5,1,3,3,7,133,Needs Attention
103196,6,7,80763.31,3,1,1,5,311,At Risk
103197,3,9,119225.26,4,2,2,8,422,Needs Attention
103198,5,9,133792.45,4,2,3,9,423,Potential
103199,6,8,115927.05,3,1,2,6,312,At Risk
103200,10,4,36458.71,2,1,1,4,211,At Risk
103201,19,12,174099.16,1,3,4,8,134,Needs Attention
103202,1,16,189889.29,5,5,5,15,555,Champions
103203,4,14,203883.73,4,4,5,13,445,Champions
103204,5,15,185873.83,4,5,5,14,455,Champions
103205,2,10,145076.1,5,2,3,10,523,Potential
103206,1,12,179841.42,5,3,5,13,535,Champions
103207,1,10,110866.36,5,2,2,9,522,Potential
103208,7,9,103014.5,3,2,2,7,322,Needs Attention
103209,25,11,148715.55000000002,1,3,4,8,134,Needs Attention
103210,4,11,171779.61,4,3,4,11,434,Loyal
103211,3,6,77041.06,4,1,1,6,411,At Risk
103212,5,20,227814.36,4,5,5,14,455,Champions
103213,7,19,234111.81,3,5,5,13,355,Champions
103214,11,8,93441.43,2,1,1,4,211,At Risk
103215,41,6,63396.13,1,1,1,3,111,At Risk
103216,2,15,157763.68,5,5,4,14,554,Champions
103217,1,16,215110.73,5,5,5,15,555,Champions
103218,3,17,212456.35,4,5,5,14,455,Champions
103219,5,19,198400.35,4,5,5,14,455,Champions
103220,8,7,108234.72,3,1,2,6,312,At Risk
103221,9,13,162166.58000000002,2,4,4,10,244,Potential
103222,3,9,66714.47,4,2,1,7,421,Needs Attention
103223,8,13,167111.75,3,4,4,11,344,Loyal
103224,1,13,166007.0,5,4,4,13,544,Champions
103225,1,12,159530.66,5,3,4,12,534,Loyal
103226,4,11,168420.33,4,3,4,11,434,Loyal
103227,60,3,20406.48,1,1,1,3,111,At Risk
103228,7,13,148915.94999999998,3,4,4,11,344,Loyal
103229,1,10,108362.08,5,2,2,9,522,Potential
103230,3,11,121724.11,4,3,2,9,432,Potential
103231,3,6,93397.94,4,1,1,6,411,At Risk
103232,5,14,181368.83,4,4,5,13,445,Champions
103233,23,10,97879.24,1,2,2,5,122,At Risk
103234,1,12,158324.0,5,3,4,12,534,Loyal
103235,2,11,116060.64,5,3,2,10,532,Potential
103236,13,13,194436.83,2,4,5,11,245,Loyal
103237,1,17,188951.31,5,5,5,15,555,Champions
103238,8,14,185369.0,3,4,5,12,345,Loyal
103239,9,14,188359.04,2,4,5,11,245,Loyal
103240,9,12,135707.75,2,3,3,8,233,Needs Attention
103241,46,6,58600.33,1,1,1,3,111,At Risk
103242,31,7,66493.2,1,1,1,3,111,At Risk
103243,7,15,186911.45,3,5,5,13,355,Champions
103244,5,11,141393.23,4,3,3,10,433,Potential
103245,8,7,104179.07,3,1,2,6,312,At Risk
103246,14,6,64827.74,1,1,1,3,111,At Risk
103247,12,12,167248.34,2,3,4,9,234,Potential
103248,1,10,151292.11,5,2,4,11,524,Loyal
103249,5,13,156229.13,4,4,4,12,444,Loyal
103250,4,11,117758.28,4,3,2,9,432,Potential
103251,38,9,96481.13,1,2,1,4,121,At Risk
103252,6,13,156943.48,3,4,4,11,344,Loyal
103253,2,9,135660.31,5,2,3,10,523,Potential
103254,6,7,74023.21,3,1,1,5,311,At Risk
103255,6,13,149073.52,3,4,4,11,344,Loyal
103256,10,13,207153.3,2,4,5,11,245,Loyal
103257,32,4,38884.57,1,1,1,3,111,At Risk
103258,4,12,175955.1,4,3,5,12,435,Loyal
103259,2,10,132086.45,5,2,3,10,523,Potential
103260,20,14,182485.48,1,4,5,10,145,Potential
103261,19,14,177336.49,1,4,5,10,145,Potential
103262,21,12,148124.96,1,3,4,8,134,Needs Attention
103263,8,10,166820.01,3,2,4,9,324,Potential
103264,4,10,110335.4,4,2,2,8,422,Needs Attention
103265,12,8,103789.79,2,1,2,5,212,At Risk
103266,5,12,149523.39,4,3,4,11,434,Loyal
103267,5,10,100455.78,4,2,2,8,422,Needs Attention
103268,3,16,175476.05,4,5,5,14,455,Champions
103269,40,4,38361.11,1,1,1,3,111,At Risk
103270,1,12,122119.76,5,3,2,10,532,Potential
103271,10,13,134112.48,2,4,3,9,243,Potential
103272,1,14,159182.61,5,4,4,13,544,Champions
103273,2,10,91275.68,5,2,1,8,521,Needs Attention
103274,1,19,261707.23,5,5,5,15,555,Champions
103275,3,13,156027.56,4,4,4,12,444,Loyal
103276,26,12,148041.5,1,3,4,8,134,Needs Attention
103277,35,13,144095.63,1,4,3,8,143,Needs Attention
103278,8,9,125195.94,3,2,3,8,323,Needs Attention
103279,19,9,118041.64,1,2,2,5,122,At Risk
103280,9,10,143825.6,2,2,3,7,223,Needs Attention
103281,2,9,97761.22,5,2,2,9,522,Potential
103282,32,9,86195.01999999999,1,2,1,4,121,At Risk
103283,4,8,61589.71000000001,4,1,1,6,411,At Risk
103284,17,14,216025.73,1,4,5,10,145,Potential
103285,6,11,128188.26,3,3,3,9,333,Potential
103286,13,12,186911.25,2,3,5,10,235,Potential
103287,6,8,86864.37,3,1,1,5,311,At Risk
103288,8,11,117001.31,3,3,2,8,332,Needs Attention
103289,3,12,150595.38,4,3,4,11,434,Loyal
103290,9,12,166798.93,2,3,4,9,234,Potential
103291,6,7,80227.68,3,1,1,5,311,At Risk
103292,10,9,111786.51,2,2,2,6,222,At Risk
103293,7,15,157981.22,3,5,4,12,354,Loyal
103294,5,10,130510.66,4,2,3,9,423,Potential
103295,2,19,275168.04,5,5,5,15,555,Champions
103296,14,11,143607.53,1,3,3,7,133,Needs Attention
103297,8,19,236616.75,3,5,5,13,355,Champions
103298,10,13,157832.22999999998,2,4,4,10,244,Potential
103299,12,9,97525.87,2,2,2,6,222,At Risk
103300,7,6,51785.45,3,1,1,5,311,At Risk
103301,2,14,189980.73,5,4,5,14,545,Champions
103302,6,13,155466.36,3,4,4,11,344,Loyal
103303,11,11,143860.03,2,3,3,8,233,Needs Attention
103304,10,8,98379.91,2,1,2,5,212,At Risk
103305,8,10,117124.75,3,2,2,7,322,Needs Attention
103306,30,12,118099.06,1,3,2,6,132,At Risk
103307,6,19,291226.65,3,5,5,13,355,Champions
103308,8,11,118233.5,3,3,2,8,332,Needs Attention
103309,3,16,195218.74,4,5,5,14,455,Champions
103310,3,9,132518.56,4,2,3,9,423,Potential
103311,16,12,142740.63999999998,1,3,3,7,133,Needs Attention
103312,1,9,142627.33000000002,5,2,3,10,523,Potential
103313,1,11,147649.25,5,3,4,12,534,Loyal
103314,4,10,98485.21,4,2,2,8,422,Needs Attention
103315,19,18,234762.99,1,5,5,11,155,Loyal
103316,31,8,85089.42,1,1,1,3,111,At Risk
103317,37,9,98432.03,1,2,2,5,122,At Risk
103318,3,16,139294.91,4,5,3,12,453,Loyal
103319,18,9,125512.07,1,2,3,6,123,At Risk
103320,6,12,185837.39,3,3,5,11,335,Loyal
103321,4,13,145967.75,4,4,3,11,443,Loyal
103322,1,11,129901.21,5,3,3,11,533,Loyal
103323,2,10,135867.13,5,2,3,10,523,Potential
103324,16,5,46127.58,1,1,1,3,111,At Risk
103325,2,19,193896.9,5,5,5,15,555,Champions
103326,31,9,107843.87,1,2,2,5,122,At Risk
103327,5,11,130317.68,4,3,3,10,433,Potential
103328,6,6,90140.7,3,1,1,5,311,At Risk
103329,3,10,96436.48,4,2,1,7,421,Needs Attention
103330,20,13,155919.03,1,4,4,9,144,Potential
103331,1,13,182477.87,5,4,5,14,545,Champions
103332,5,15,182956.4,4,5,5,14,455,Champions
103333,1,19,212748.75,5,5,5,15,555,Champions
103334,5,14,139081.42,4,4,3,11,443,Loyal
103335,26,6,85644.67,1,1,1,3,111,At Risk
103336,3,15,167920.25,4,5,4,13,454,Champions
103337,4,8,120624.68,4,1,2,7,412,Needs Attention
103338,12,10,84390.53,2,2,1,5,221,At Risk
103339,6,13,117236.51,3,4,2,9,342,Potential
103340,11,12,165638.37,2,3,4,9,234,Potential
103341,17,15,190708.42,1,5,5,11,155,Loyal
103342,2,12,135645.59,5,3,3,11,533,Loyal
103343,5,15,172311.86,4,5,4,13,454,Champions
103344,8,5,73001.12,3,1,1,5,311,At Risk
103345,6,17,197660.27,3,5,5,13,355,Champions
103346,8,17,172673.17,3,5,4,12,354,Loyal
103347,2,17,249539.56,5,5,5,15,555,Champions
103348,3,9,110040.31,4,2,2,8,422,Needs Attention
103349,4,8,87975.17,4,1,1,6,411,At Risk
103350,10,14,154942.2,2,4,4,10,244,Potential
103351,2,14,172449.84,5,4,4,13,544,Champions
103352,5,11,117949.67,4,3,2,9,432,Potential
103353,4,14,187636.4,4,4,5,13,445,Champions
103354,16,9,121300.25,1,2,2,5,122,At Risk
103355,16,6,68710.54,1,1,1,3,111,At Risk
103356,2,15,141714.23,5,5,3,13,553,Champions
103357,24,8,47612.54,1,1,1,3,111,At Risk
103358,4,14,140130.41,4,4,3,11,443,Loyal
103359,11,9,111828.03,2,2,2,6,222,At Risk
103360,7,5,34610.71,3,1,1,5,311,At Risk
103361,1,17,204405.72,5,5,5,15,555,Champions
103362,5,7,85124.67,4,1,1,6,411,At Risk
103363,2,12,172788.54,5,3,4,12,534,Loyal
103364,6,12,103361.45,3,3,2,8,332,Needs Attention
103365,6,10,120504.0,3,2,2,7,322,Needs Attention
103366,1,15,108925.19,5,5,2,12,552,Loyal
103367,9,6,90454.63,2,1,1,4,211,At Risk
103368,7,15,167505.95,3,5,4,12,354,Loyal
103369,2,10,160964.95,5,2,4,11,524,Loyal
103370,3,13,149717.13999999998,4,4,4,12,444,Loyal
103371,7,17,224840.72,3,5,5,13,355,Champions
103372,7,12,154378.54,3,3,4,10,334,Potential
103373,5,18,180791.52,4,5,5,14,455,Champions
103374,6,12,132351.97,3,3,3,9,333,Potential
103375,1,12,158931.23,5,3,4,12,534,Loyal
103376,1,12,149860.33,5,3,4,12,534,Loyal
103377,5,9,99640.61,4,2,2,8,422,Needs Attention
103378,13,12,165358.34,2,3,4,9,234,Potential
103379,9,16,183038.76,2,5,5,12,255,Loyal
103380,5,9,127732.65,4,2,3,9,423,Potential
103381,5,7,77118.83,4,1,1,6,411,At Risk
103382,1,11,124470.38,5,3,3,11,533,Loyal
103383,2,20,235720.81,5,5,5,15,555,Champions
103384,1,14,168750.79,5,4,4,13,544,Champions
103385,14,11,123332.26,1,3,3,7,133,Needs Attention
103386,9,17,164035.46,2,5,4,11,254,Loyal
103387,9,12,141451.26,2,3,3,8,233,Needs Attention
103388,5,6,87228.31,4,1,1,6,411,At Risk
103389,8,10,117397.89,3,2,2,7,322,Needs Attention
103390,1,11,161353.59,5,3,4,12,534,Loyal
103391,5,5,54168.58,4,1,1,6,411,At Risk
103392,3,13,149979.93,4,4,4,12,444,Loyal
103393,33,6,111934.64,1,1,2,4,112,At Risk
103394,7,13,158777.21,3,4,4,11,344,Loyal
103395,21,8,99879.09,1,1,2,4,112,At Risk
103396,5,13,163288.19,4,4,4,12,444,Loyal
103397,6,10,100954.93,3,2,2,7,322,Needs Attention
103398,18,15,172436.36000000002,1,5,4,10,154,Potential
103399,4,15,186520.14,4,5,5,14,455,Champions
103400,10,7,75871.8,2,1,1,4,211,At Risk
103401,4,14,124980.33,4,4,3,11,443,Loyal
103402,18,10,165060.83000000002,1,2,4,7,124,Needs Attention
103403,6,12,128629.59,3,3,3,9,333,Potential
103404,16,9,73129.43000000001,1,2,1,4,121,At Risk
103405,8,15,179254.33,3,5,5,13,355,Champions
103406,15,11,127854.45,1,3,3,7,133,Needs Attention
103407,5,8,127343.81,4,1,3,8,413,Needs Attention
103408,3,17,224034.04,4,5,5,14,455,Champions
103409,3,17,216161.08,4,5,5,14,455,Champions
103410,2,12,139891.76,5,3,3,11,533,Loyal
103411,4,14,164004.4,4,4,4,12,444,Loyal
103412,5,14,197358.81,4,4,5,13,445,Champions
103413,1,15,131581.02,5,5,3,13,553,Champions
