CustomerID,Transaction_Count,Total_Spent,Avg_Amount,Std_Amount,Min_Amount,Max_Amount,Fraud_Count,Fraud_Rate,Customer_Value
108715,10,170222.21,17022.22,4579.54,8378.1,22908.44,4,0.4,VIP
108716,15,178792.39,11919.49,7124.49,869.18,23399.93,4,0.2667,VIP
108717,7,75242.36,10748.91,10163.95,1273.99,23207.08,3,0.4286,Low
108718,19,239279.98,12593.68,6841.47,1206.42,22631.66,13,0.6842,VIP
108719,10,109938.76,10993.88,6793.02,3039.91,23507.6,4,0.4,Medium
108720,12,93035.42,7752.95,6390.87,326.84,22820.97,4,0.3333,Low
108721,13,137373.8,10567.22,6513.53,412.43,22178.39,4,0.3077,High
108722,10,113727.1,11372.71,6688.18,1653.66,21154.08,5,0.5,Medium
108723,12,144209.83,12017.49,7895.07,1845.8,23854.31,6,0.5,High
108724,17,195005.16,11470.89,8223.08,294.5,24027.69,10,0.5882,VIP
108725,10,82342.54,8234.25,5960.03,426.55,15799.93,4,0.4,Low
108726,12,165906.21,13825.52,7173.31,1034.36,23092.44,6,0.5,High
108727,12,138401.46,11533.46,5621.78,3003.97,19525.43,7,0.5833,High
108728,11,124056.43,11277.86,7745.68,1220.02,23508.17,6,0.5455,Medium
108729,15,209106.77,13940.45,8288.1,1527.04,23591.27,5,0.3333,VIP
108730,11,125959.71,11450.88,6683.38,1504.97,23006.77,7,0.6364,Medium
108731,15,230766.26,15384.42,5129.42,1996.56,23097.66,8,0.5333,VIP
108732,13,202949.4,15611.49,5079.41,2802.99,21341.58,6,0.4615,VIP
108733,12,118849.8,9904.15,6394.52,460.14,20093.08,5,0.4167,Medium
108734,11,149415.09,13583.19,6602.84,1525.74,22951.76,1,0.0909,High
108735,15,186741.36,12449.42,7211.18,801.6,23739.69,4,0.2667,VIP
108736,11,139717.2,12701.56,7362.02,3959.15,23539.85,7,0.6364,High
108737,10,113056.58,11305.66,4459.0,5881.93,19308.74,4,0.4,Medium
108738,14,185866.11,13276.15,7375.47,165.43,23082.97,6,0.4286,VIP
108739,5,66244.77,13248.95,2734.81,9893.41,15806.18,3,0.6,Low
108740,6,70759.53,11793.26,8432.0,230.42,22243.54,4,0.6667,Low
108741,22,214610.2,9755.01,7152.45,622.42,22660.31,10,0.4545,VIP
108742,10,123027.4,12302.74,6278.09,1689.8,22720.92,6,0.6,Medium
108743,13,172189.74,13245.36,7427.11,1989.04,22840.44,4,0.3077,VIP
108744,10,112858.71,11285.87,7868.8,205.94,21811.3,4,0.4,Medium
108745,14,155330.99,11095.07,7234.52,1685.48,23122.84,8,0.5714,High
108746,7,103866.16,14838.02,4125.36,9142.78,20820.03,4,0.5714,Medium
108747,11,136410.07,12400.92,8275.85,439.73,22981.95,4,0.3636,High
108748,7,64263.3,9180.47,7358.02,615.53,20335.26,6,0.8571,Low
108749,13,189468.05,14574.47,6951.85,1959.45,21602.41,6,0.4615,VIP
108750,9,170855.8,18983.98,3822.67,11547.4,23752.77,5,0.5556,VIP
108751,7,92800.14,13257.16,8339.99,2225.95,23971.18,4,0.5714,Low
108752,8,111728.56,13966.07,6432.84,2153.61,22311.07,4,0.5,Medium
108753,10,126052.33,12605.23,8402.24,404.58,21680.84,4,0.4,Medium
108754,13,127295.88,9791.99,9005.38,1019.58,23141.22,6,0.4615,Medium
108755,6,35453.73,5908.95,3755.03,1462.02,10462.13,3,0.5,Low
108756,11,154282.93,14025.72,5835.56,3085.53,20928.95,7,0.6364,High
108757,10,111446.47,11144.65,8676.63,696.45,23517.85,3,0.3,Medium
108758,22,245387.39,11153.97,7698.45,1319.04,23909.65,12,0.5455,VIP
108759,22,326506.24,14841.19,7316.24,591.64,23619.8,9,0.4091,VIP
108760,7,76017.02,10859.57,4332.8,6125.32,18390.89,3,0.4286,Low
108761,8,92075.07,11509.38,7716.2,3060.18,22816.2,3,0.375,Low
108762,8,90112.41,11264.05,7664.61,2255.69,22753.96,3,0.375,Low
108763,9,113272.73,12585.86,5981.58,2769.7,23941.55,4,0.4444,Medium
108764,16,202443.88,12652.74,7377.56,597.71,23455.44,9,0.5625,VIP
108765,13,184882.04,14221.7,6572.75,3580.75,23513.27,6,0.4615,VIP
108766,13,159170.09,12243.85,6291.38,4428.86,23391.45,6,0.4615,High
108767,6,100628.63,16771.44,4392.64,11685.05,22714.39,2,0.3333,Low
108768,10,108052.34,10805.23,6297.12,54.46,18994.91,7,0.7,Medium
108769,16,273719.7,17107.48,4989.44,6225.85,23221.45,8,0.5,VIP
108770,13,167233.6,12864.12,7931.93,1787.17,23386.66,5,0.3846,VIP
108771,8,83732.38,10466.55,3784.56,5116.4,17763.18,5,0.625,Low
108772,16,225825.84,14114.12,6346.13,2316.48,23295.53,11,0.6875,VIP
108773,10,101983.43,10198.34,6226.5,2131.42,20146.23,5,0.5,Low
108774,12,124325.41,10360.45,8084.56,146.26,21994.41,4,0.3333,Medium
108775,8,92942.15,11617.77,6466.84,4082.8,22922.19,5,0.625,Low
108776,12,171101.7,14258.48,7169.41,2065.34,22688.23,7,0.5833,VIP
108777,12,144371.11,12030.93,7291.95,1827.01,23626.13,4,0.3333,High
108778,13,196347.37,15103.64,7185.26,1728.54,23662.7,3,0.2308,VIP
108779,7,110775.29,15825.04,6192.25,3564.86,23564.83,5,0.7143,Medium
108780,8,82955.7,10369.46,3640.64,6438.35,17586.13,3,0.375,Low
108781,8,89102.26,11137.78,6567.08,112.04,20440.23,4,0.5,Low
108782,15,164702.95,10980.2,7823.33,482.05,23220.08,8,0.5333,High
108783,12,144509.94,12042.5,7378.48,199.86,21743.9,3,0.25,High
108784,5,63036.67,12607.33,7225.01,5198.52,22666.85,3,0.6,Low
108785,10,155247.04,15524.7,6346.69,4124.0,23091.07,4,0.4,High
108786,12,108091.96,9007.66,7138.28,745.39,22674.26,7,0.5833,Medium
108787,14,147423.95,10530.28,7493.69,522.29,23281.13,5,0.3571,High
108788,7,120864.25,17266.32,6879.94,2580.69,23256.33,4,0.5714,Medium
108789,15,132908.32,8860.55,6069.42,797.29,19091.69,7,0.4667,Medium
108790,10,120780.5,12078.05,7017.11,1955.3,23262.82,8,0.8,Medium
108791,16,191791.8,11986.99,7036.53,59.87,23291.08,8,0.5,VIP
108792,18,234658.67,13036.59,6569.14,315.16,23798.3,13,0.7222,VIP
108793,9,87261.42,9695.71,6275.2,3600.09,20861.27,2,0.2222,Low
108794,14,151231.04,10802.22,7660.45,1928.92,22577.22,7,0.5,High
108795,7,96565.4,13795.06,4681.28,8126.87,21335.81,4,0.5714,Low
108796,20,211655.76,10582.79,6954.29,510.31,23499.27,10,0.5,VIP
108797,6,91646.33,15274.39,7849.36,3848.78,23763.96,1,0.1667,Low
108798,9,121949.8,13549.98,7265.32,4120.32,23699.26,4,0.4444,Medium
108799,14,141682.41,10120.17,7416.89,128.2,23860.9,6,0.4286,High
108800,9,81352.4,9039.16,7898.42,201.24,20560.5,2,0.2222,Low
108801,14,209568.36,14969.17,5736.18,6612.02,23532.46,7,0.5,VIP
108802,10,132553.8,13255.38,6081.21,5682.93,22472.9,6,0.6,Medium
108803,16,158052.37,9878.27,7309.61,1320.79,21672.09,7,0.4375,High
108804,11,127172.45,11561.13,6686.43,411.85,23673.38,8,0.7273,Medium
108805,15,154886.17,10325.74,7281.28,1199.69,23392.72,8,0.5333,High
108806,7,54143.49,7734.78,4348.14,2329.66,14588.54,1,0.1429,Low
108807,12,180992.58,15082.71,6582.24,424.24,21223.16,8,0.6667,VIP
108808,15,178847.28,11923.15,6155.11,1746.94,19991.89,8,0.5333,VIP
108809,13,172339.56,13256.89,7334.2,2347.25,22541.95,8,0.6154,VIP
108810,8,118437.04,14804.63,6037.69,4934.14,21245.02,4,0.5,Medium
108811,12,113823.68,9485.31,6707.27,532.37,22422.73,7,0.5833,Medium
108812,13,132726.42,10209.72,5899.13,1758.34,20487.16,9,0.6923,Medium
108813,10,110039.42,11003.94,7039.88,1000.31,18638.13,5,0.5,Medium
108814,8,110859.41,13857.43,9098.32,2534.79,23768.3,6,0.75,Medium
108815,8,85298.88,10662.36,4395.84,7219.07,19111.09,6,0.75,Low
108816,13,134638.54,10356.81,5972.83,1684.71,20708.29,9,0.6923,High
108817,12,171677.25,14306.44,8609.02,1323.92,23249.45,6,0.5,VIP
108818,10,117992.64,11799.26,6462.38,2507.64,20132.61,7,0.7,Medium
108819,10,65951.17,6595.12,4482.1,395.36,16829.72,7,0.7,Low
108820,16,199260.44,12453.78,6577.24,1380.57,23750.72,10,0.625,VIP
108821,13,115200.67,8861.59,6783.22,954.2,21976.19,9,0.6923,Medium
108822,10,163122.66,16312.27,7599.65,2798.19,23248.52,7,0.7,High
108823,10,96456.33,9645.63,6825.67,3036.4,21346.56,5,0.5,Low
108824,14,172664.68,12333.19,8354.64,504.59,23963.42,9,0.6429,VIP
108825,9,103869.2,11541.02,5744.6,4354.21,23039.94,3,0.3333,Medium
108826,6,70063.07,11677.18,7709.93,3262.54,20054.99,2,0.3333,Low
108827,10,113306.36,11330.64,8321.19,1503.07,22148.78,5,0.5,Medium
108828,12,162122.26,13510.19,6466.5,4183.67,22475.8,7,0.5833,High
108829,8,84855.18,10606.9,6709.01,1904.46,21970.4,2,0.25,Low
108830,14,142252.99,10160.93,7725.4,241.27,22600.08,6,0.4286,High
108831,10,123434.79,12343.48,7187.42,136.44,23803.88,3,0.3,Medium
108832,11,149013.86,13546.71,7408.3,990.86,23850.96,4,0.3636,High
108833,15,214079.41,14271.96,7070.21,2256.5,23235.57,8,0.5333,VIP
108834,8,89428.34,11178.54,5365.03,5415.34,19856.13,3,0.375,Low
108835,14,134677.13,9619.8,6222.75,150.57,19938.22,8,0.5714,High
108836,11,173369.28,15760.84,7871.04,1707.78,23561.39,6,0.5455,VIP
108837,11,132929.13,12084.47,8063.5,97.04,21693.29,6,0.5455,Medium
108838,4,44545.59,11136.4,7287.3,3393.7,20980.36,2,0.5,Low
108839,5,44067.92,8813.58,5749.64,144.26,14888.36,4,0.8,Low
108840,12,154754.85,12896.24,6857.75,2669.25,22871.27,6,0.5,High
108841,9,143862.38,15984.71,5993.19,4440.75,22429.22,5,0.5556,High
108842,8,100757.83,12594.73,8943.57,160.23,23567.88,5,0.625,Low
108843,17,228046.36,13414.49,6339.68,5626.69,23700.98,10,0.5882,VIP
108844,11,133179.96,12107.27,6266.79,3457.37,22501.54,6,0.5455,Medium
108845,9,68334.88,7592.76,5956.11,1030.81,15733.54,5,0.5556,Low
108846,14,216264.0,15447.43,5691.95,2905.69,22594.1,7,0.5,VIP
108847,9,123008.63,13667.63,7880.78,2976.51,23861.95,4,0.4444,Medium
108848,15,163729.12,10915.27,8193.76,918.41,23597.1,8,0.5333,High
108849,10,144161.87,14416.19,4784.19,6020.94,20078.76,5,0.5,High
108850,6,38018.82,6336.47,4639.68,852.76,11247.53,4,0.6667,Low
108851,8,70091.04,8761.38,5983.87,1794.01,20103.46,4,0.5,Low
108852,11,121295.23,11026.84,5681.34,4453.75,23247.72,5,0.4545,Medium
108853,16,204827.08,12801.69,5823.61,4877.33,23609.39,8,0.5,VIP
108854,7,114334.85,16333.55,4523.34,11280.98,23377.03,5,0.7143,Medium
108855,8,133775.83,16721.98,4619.26,10709.78,23633.81,2,0.25,Medium
108856,8,97805.27,12225.66,6269.95,2146.98,20638.86,5,0.625,Low
108857,16,257933.45,16120.84,5754.04,5797.86,23595.33,11,0.6875,VIP
108858,9,80012.52,8890.28,6664.77,608.17,17747.71,5,0.5556,Low
108859,9,110150.82,12238.98,6174.15,2261.12,19807.93,4,0.4444,Medium
108860,10,117413.34,11741.33,5827.73,2151.79,22292.95,5,0.5,Medium
108861,15,148560.56,9904.04,5527.26,2905.48,21675.38,5,0.3333,High
108862,8,122819.38,15352.42,6371.28,6604.77,23903.81,2,0.25,Medium
108863,8,120084.52,15010.56,6697.12,3682.08,23464.58,4,0.5,Medium
108864,9,111924.98,12436.11,6702.22,1545.62,22282.28,5,0.5556,Medium
108865,10,99958.01,9995.8,7373.56,1821.17,20219.69,4,0.4,Low
108866,13,160595.62,12353.51,7758.16,380.8,24002.96,9,0.6923,High
108867,16,176264.57,11016.54,6345.25,693.29,19730.62,9,0.5625,VIP
108868,13,116307.17,8946.71,7054.67,381.65,20903.38,7,0.5385,Medium
108869,11,106549.46,9686.31,8178.56,157.98,23499.91,5,0.4545,Medium
108870,13,159618.06,12278.31,6539.67,1636.12,20638.97,5,0.3846,High
108871,14,166689.05,11906.36,8642.13,328.8,23237.54,8,0.5714,VIP
108872,17,221418.93,13024.64,7003.45,2799.56,23713.45,8,0.4706,VIP
108873,10,128478.28,12847.83,4951.25,3741.94,19416.59,7,0.7,Medium
108874,7,83512.12,11930.3,8389.13,1343.77,20412.05,4,0.5714,Low
108875,8,94306.08,11788.26,7326.88,3619.62,23452.47,6,0.75,Low
108876,15,162603.62,10840.24,8939.33,323.03,22690.77,7,0.4667,High
108877,12,170373.69,14197.81,6070.39,6283.63,23055.4,7,0.5833,VIP
108878,13,185266.64,14251.28,7872.88,675.59,22775.24,6,0.4615,VIP
108879,19,230274.21,12119.7,8095.93,778.94,23439.81,12,0.6316,VIP
108880,12,135484.44,11290.37,7082.76,1555.75,21905.02,8,0.6667,High
108881,10,125592.82,12559.28,6055.22,749.82,19900.07,3,0.3,Medium
108882,15,198789.89,13252.66,6061.41,4243.11,22482.22,5,0.3333,VIP
108883,9,112369.57,12485.51,5980.95,187.66,20643.98,6,0.6667,Medium
108884,14,127504.48,9107.46,7606.71,1264.0,22680.22,6,0.4286,Medium
108885,14,153206.19,10943.3,7671.04,1711.12,22900.65,5,0.3571,High
108886,13,144270.7,11097.75,7520.14,83.42,23551.8,8,0.6154,High
108887,17,198726.85,11689.81,7341.34,1171.42,22118.56,7,0.4118,VIP
108888,9,130474.64,14497.18,8840.17,878.7,24007.65,3,0.3333,Medium
108889,6,52897.05,8816.18,10436.67,845.29,23905.17,4,0.6667,Low
108890,17,190356.04,11197.41,7257.67,213.0,22021.46,6,0.3529,VIP
108891,14,132357.73,9454.12,7108.08,893.49,23254.36,10,0.7143,Medium
108892,12,90592.7,7549.39,6936.71,987.75,22750.55,7,0.5833,Low
108893,9,80155.14,8906.13,4471.4,5048.38,18409.48,5,0.5556,Low
108894,13,126536.4,9733.57,7919.14,1776.06,22887.71,6,0.4615,Medium
108895,7,60476.66,8639.52,7055.28,1281.58,18656.0,5,0.7143,Low
108896,15,160835.32,10722.35,6934.03,1026.64,24038.86,4,0.2667,High
108897,14,155117.52,11079.82,6955.71,502.72,21303.93,5,0.3571,High
108898,17,184928.87,10878.17,6870.84,2066.95,23829.33,11,0.6471,VIP
108899,16,178824.56,11176.54,7985.79,198.96,23798.69,7,0.4375,VIP
108900,12,146173.89,12181.16,7484.48,1230.12,22698.2,5,0.4167,High
108901,9,141321.5,15702.39,7324.9,4760.62,23888.55,5,0.5556,High
108902,7,56919.47,8131.35,6720.65,576.2,20698.72,2,0.2857,Low
108903,13,136608.78,10508.37,7249.05,397.49,23631.48,9,0.6923,High
108904,8,63410.89,7926.36,5880.85,240.55,15535.73,4,0.5,Low
108905,11,110765.4,10069.58,7194.17,116.24,22544.18,3,0.2727,Medium
108906,13,191085.62,14698.89,5585.35,4643.54,20630.62,6,0.4615,VIP
108907,13,158073.26,12159.48,6099.98,1127.04,21480.09,6,0.4615,High
108908,10,115632.1,11563.21,6088.66,2024.63,19697.16,3,0.3,Medium
108909,9,127090.31,14121.15,6393.74,963.26,22102.85,4,0.4444,Medium
108910,11,102890.57,9353.69,7334.43,818.94,21740.87,7,0.6364,Low
108911,10,140743.03,14074.3,7386.36,77.93,23024.66,3,0.3,High
108912,6,82568.31,13761.38,6526.39,5495.4,21681.94,1,0.1667,Low
108913,16,227878.08,14242.38,7233.15,326.56,22939.03,11,0.6875,VIP
108914,7,111486.81,15926.69,6163.13,5657.9,23816.69,3,0.4286,Medium
108915,16,173198.18,10824.89,7191.13,165.88,23148.9,10,0.625,VIP
108916,15,118906.83,7927.12,5947.43,472.81,23864.18,5,0.3333,Medium
108917,6,77421.21,12903.54,8659.32,395.08,23315.04,4,0.6667,Low
108918,15,177971.01,11864.73,7941.23,1970.25,23870.64,6,0.4,VIP
108919,11,111966.91,10178.81,5517.86,1796.57,20655.67,6,0.5455,Medium
108920,12,116536.78,9711.4,7052.81,1237.86,21137.25,8,0.6667,Medium
108921,11,131138.15,11921.65,7627.2,534.86,20663.73,6,0.5455,Medium
108922,9,96939.66,10771.07,7531.47,1741.97,20964.06,3,0.3333,Low
108923,11,140502.13,12772.92,7276.49,550.98,24024.9,8,0.7273,High
108924,7,84240.22,12034.32,6731.94,3555.48,20078.14,3,0.4286,Low
108925,6,77031.05,12838.51,4744.05,7586.11,18121.22,3,0.5,Low
108926,9,178512.6,19834.73,3899.15,12747.16,23979.57,4,0.4444,VIP
108927,17,187531.15,11031.24,7240.84,1429.46,22564.63,11,0.6471,VIP
108928,15,160126.11,10675.07,7447.55,375.75,21821.17,7,0.4667,High
108929,17,229179.6,13481.15,8191.38,88.55,23052.39,12,0.7059,VIP
108930,11,121015.49,11001.41,7600.27,84.79,22374.8,7,0.6364,Medium
108931,10,100247.7,10024.77,5473.46,119.31,16272.4,9,0.9,Low
108932,10,123138.13,12313.81,7339.12,1609.54,22325.97,5,0.5,Medium
108933,18,189987.55,10554.86,6228.79,294.47,23432.68,6,0.3333,VIP
108934,6,35571.61,5928.6,3767.39,639.76,10613.21,5,0.8333,Low
108935,6,64044.04,10674.01,8301.15,3115.76,23620.86,3,0.5,Low
108936,5,73474.62,14694.92,9823.91,3594.19,23535.14,3,0.6,Low
108937,11,145553.64,13232.15,7441.1,3502.17,23355.08,5,0.4545,High
108938,10,114293.01,11429.3,5582.55,2091.15,22197.73,6,0.6,Medium
108939,5,68712.01,13742.4,4728.85,9748.2,20037.49,3,0.6,Low
108940,7,113173.7,16167.67,6616.85,3756.04,23485.57,6,0.8571,Medium
108941,11,120633.49,10966.68,5776.6,598.6,23049.8,5,0.4545,Medium
108942,17,203150.54,11950.03,7231.77,2462.32,22623.11,9,0.5294,VIP
108943,5,48721.72,9744.34,5961.46,2126.58,16430.29,4,0.8,Low
108944,10,111309.56,11130.96,5202.01,4103.94,19216.61,6,0.6,Medium
108945,19,254065.12,13371.85,7018.61,988.53,23721.2,7,0.3684,VIP
108946,8,102032.94,12754.12,7658.54,3848.82,23983.0,4,0.5,Low
108947,13,145644.16,11203.4,7044.76,1566.8,21829.54,4,0.3077,High
108948,12,176226.4,14685.53,6140.79,6986.69,23493.06,9,0.75,VIP
108949,9,112296.88,12477.43,7877.5,240.14,22523.54,5,0.5556,Medium
108950,7,84145.92,12020.85,7840.75,1438.07,21996.28,4,0.5714,Low
108951,10,122881.21,12288.12,6595.09,4285.07,22396.5,4,0.4,Medium
108952,11,138478.76,12588.98,6446.88,1618.74,21278.12,6,0.5455,High
108953,12,153675.11,12806.26,7510.87,2907.03,22519.03,6,0.5,High
108954,12,138178.43,11514.87,4648.39,6721.17,19167.13,8,0.6667,High
108955,11,79472.04,7224.73,4958.35,1958.76,18458.59,5,0.4545,Low
108956,8,70920.48,8865.06,7456.56,319.75,22881.66,5,0.625,Low
108957,11,146087.0,13280.64,6246.54,3735.79,21968.99,7,0.6364,High
108958,16,194197.37,12137.34,7604.89,3127.95,23996.36,10,0.625,VIP
108959,11,121453.79,11041.25,7039.15,491.12,23195.68,6,0.5455,Medium
108960,10,93255.84,9325.58,8682.99,755.1,23333.1,7,0.7,Low
108961,17,195048.76,11473.46,6861.61,1777.03,22221.51,11,0.6471,VIP
108962,7,71015.03,10145.0,8497.31,565.16,23168.94,3,0.4286,Low
108963,10,121647.51,12164.75,7721.79,1640.99,23720.48,1,0.1,Medium
108964,11,152022.38,13820.22,6376.58,2223.66,22872.46,5,0.4545,High
108965,11,104441.79,9494.71,6049.58,811.13,21801.9,4,0.3636,Medium
108966,8,51339.03,6417.38,7751.13,170.82,21891.84,4,0.5,Low
108967,12,165175.9,13764.66,7675.36,3299.98,23616.43,7,0.5833,High
108968,8,78925.8,9865.72,4805.22,312.39,16373.88,6,0.75,Low
108969,14,186297.04,13306.93,5490.19,2041.5,22998.6,5,0.3571,VIP
108970,9,97157.87,10795.32,7415.45,799.23,19425.75,7,0.7778,Low
108971,8,88648.45,11081.06,6144.54,1600.72,18382.26,5,0.625,Low
108972,5,69236.41,13847.28,7710.99,4198.93,22253.41,2,0.4,Low
108973,12,133765.64,11147.14,7788.89,976.63,21993.26,7,0.5833,Medium
108974,13,150448.42,11572.96,8027.05,1674.49,23750.41,8,0.6154,High
108975,13,163324.5,12563.42,6234.05,1506.62,22260.46,5,0.3846,High
108976,14,169609.2,12114.94,7814.37,3509.43,22954.55,7,0.5,VIP
108977,11,117991.55,10726.5,7030.07,1734.43,21280.92,6,0.5455,Medium
108978,10,102510.54,10251.05,8558.56,840.76,23386.04,6,0.6,Low
108979,13,165234.75,12710.37,6841.57,2693.47,21179.86,6,0.4615,High
108980,9,121466.42,13496.27,3836.79,6102.75,18788.13,4,0.4444,Medium
108981,9,124469.24,13829.92,4620.43,4780.64,19724.24,3,0.3333,Medium
108982,11,104852.21,9532.02,5394.39,247.87,19195.34,4,0.3636,Medium
108983,8,112299.13,14037.39,4544.52,9639.56,22281.33,4,0.5,Medium
108984,8,67613.95,8451.74,7201.91,933.89,21984.51,3,0.375,Low
108985,9,97734.05,10859.34,6949.72,402.86,23587.31,4,0.4444,Low
108986,9,87473.69,9719.3,7144.18,927.96,19475.72,4,0.4444,Low
108987,11,139891.18,12717.38,6004.09,4491.93,23065.12,5,0.4545,High
108988,12,153954.76,12829.56,5281.96,1144.46,18674.41,5,0.4167,High
108989,11,146730.4,13339.13,8917.11,201.68,23312.02,2,0.1818,High
108990,11,139664.55,12696.78,6317.74,3549.03,23782.63,5,0.4545,High
108991,12,155557.47,12963.12,7603.61,1953.59,21896.18,6,0.5,High
108992,10,131259.7,13125.97,6618.99,3286.38,23652.25,4,0.4,Medium
108993,11,140637.64,12785.24,6525.46,4591.66,23883.36,8,0.7273,High
108994,23,329119.1,14309.53,7817.69,59.98,23177.8,17,0.7391,VIP
108995,17,254859.67,14991.75,6758.58,3079.3,23772.23,12,0.7059,VIP
108996,21,292871.06,13946.24,6605.23,2888.57,23835.37,12,0.5714,VIP
108997,15,115684.73,7712.32,6121.97,251.39,21544.16,5,0.3333,Medium
108998,13,142067.61,10928.28,7126.0,1418.52,22660.65,5,0.3846,High
108999,14,131134.8,9366.77,6045.65,263.52,19272.57,9,0.6429,Medium
109000,15,210797.28,14053.15,7203.64,276.09,23890.49,8,0.5333,VIP
109001,9,136758.81,15195.42,6605.63,6513.0,23888.89,3,0.3333,High
109002,8,111249.67,13906.21,6127.82,2742.11,21790.92,2,0.25,Medium
109003,12,160240.56,13353.38,6468.49,1342.09,22095.17,2,0.1667,High
109004,16,253575.64,15848.48,7312.38,78.4,23951.16,8,0.5,VIP
109005,11,139261.79,12660.16,5572.15,3916.14,20887.81,4,0.3636,High
109006,13,137146.72,10549.75,6132.44,3198.06,22326.44,7,0.5385,High
109007,19,179282.62,9435.93,7432.87,60.99,22122.09,9,0.4737,VIP
109008,9,102320.34,11368.93,7920.65,372.83,21220.32,8,0.8889,Low
109009,7,90987.82,12998.26,6168.27,4618.45,21113.28,1,0.1429,Low
109010,15,164359.58,10957.31,7488.52,1109.17,23868.9,11,0.7333,High
109011,10,148901.79,14890.18,4559.13,8703.64,21155.76,5,0.5,High
109012,15,176759.07,11783.94,8436.68,434.73,20985.8,10,0.6667,VIP
109013,14,168808.67,12057.76,6390.13,546.38,22096.92,8,0.5714,VIP
109014,10,111240.11,11124.01,6392.51,1227.55,20627.64,4,0.4,Medium
109015,12,169812.37,14151.03,5132.66,8102.0,22504.55,6,0.5,VIP
109016,15,152778.81,10185.25,6594.77,811.64,20690.82,7,0.4667,High
109017,13,93240.57,7172.35,6415.73,351.42,19292.01,6,0.4615,Low
109018,18,214383.43,11910.19,7093.31,57.19,22352.68,9,0.5,VIP
109019,9,134441.12,14937.9,6076.69,5565.43,22973.94,6,0.6667,High
109020,10,123574.8,12357.48,6198.61,3583.99,18927.56,5,0.5,Medium
109021,16,189604.95,11850.31,7374.46,71.17,22356.17,11,0.6875,VIP
109022,12,151016.97,12584.75,8691.86,1030.64,23928.52,7,0.5833,High
109023,13,124997.07,9615.16,6926.78,1280.85,21835.02,10,0.7692,Medium
109024,6,100959.31,16826.55,5813.11,5451.75,20902.45,4,0.6667,Low
109025,7,102033.0,14576.14,6729.22,4162.86,23335.36,4,0.5714,Low
109026,10,84961.46,8496.15,6900.68,1169.8,21828.79,6,0.6,Low
109027,9,103563.78,11507.09,7059.64,866.42,23568.55,2,0.2222,Low
109028,9,129754.29,14417.14,8390.94,592.96,23658.85,6,0.6667,Medium
109029,16,161515.0,10094.69,7044.53,476.96,22220.8,11,0.6875,High
109030,8,97089.02,12136.13,5985.68,3525.41,18617.51,6,0.75,Low
109031,11,140250.72,12750.07,7515.42,1302.93,22237.94,2,0.1818,High
109032,9,129725.67,14413.96,8088.0,3441.72,21698.67,4,0.4444,Medium
109033,10,136847.71,13684.77,7730.47,875.96,22309.61,2,0.2,High
109034,11,101259.81,9205.44,6498.11,2077.82,19027.75,8,0.7273,Low
109035,10,125884.13,12588.41,7887.13,2000.22,21906.81,6,0.6,Medium
109036,11,122331.29,11121.03,5080.91,781.54,18918.25,5,0.4545,Medium
109037,7,83477.68,11925.38,5246.31,3928.81,18115.3,3,0.4286,Low
109038,16,135931.4,8495.71,5308.5,52.35,18844.27,8,0.5,High
109039,9,149145.99,16571.78,5210.0,7171.39,23871.02,3,0.3333,High
109040,11,119634.83,10875.89,6741.87,1146.34,23022.73,6,0.5455,Medium
109041,12,110190.3,9182.52,6050.96,2184.37,20977.37,6,0.5,Medium
109042,10,124330.63,12433.06,6969.65,4902.28,23726.41,7,0.7,Medium
109043,7,85495.49,12213.64,7622.87,2281.46,23573.05,2,0.2857,Low
109044,14,149816.16,10701.15,7325.99,1163.49,21397.85,4,0.2857,High
109045,14,139320.36,9951.45,7913.23,873.41,23888.66,10,0.7143,High
109046,12,136796.21,11399.68,7031.45,1910.58,23367.19,7,0.5833,High
109047,12,184195.63,15349.64,6630.91,5627.38,23290.92,5,0.4167,VIP
109048,12,123703.66,10308.64,5792.71,1003.3,19442.85,6,0.5,Medium
109049,16,223643.39,13977.71,7047.35,2037.26,23840.01,7,0.4375,VIP
109050,11,134558.09,12232.55,5879.65,2801.61,19453.98,5,0.4545,High
109051,15,200381.8,13358.79,7406.25,127.02,23285.12,9,0.6,VIP
109052,9,103175.42,11463.94,6054.99,3757.71,21756.57,6,0.6667,Low
109053,11,134406.98,12218.82,8083.09,301.24,23466.85,7,0.6364,High
109054,12,122845.87,10237.16,6298.21,539.68,20145.89,3,0.25,Medium
109055,8,98161.16,12270.14,8190.54,3557.33,22825.91,4,0.5,Low
109056,17,181722.6,10689.56,7625.02,218.16,22435.3,6,0.3529,VIP
109057,5,70196.28,14039.26,10532.58,403.37,22265.63,3,0.6,Low
109058,8,105560.05,13195.01,7888.69,1711.84,23435.35,4,0.5,Medium
109059,9,121457.04,13495.23,6304.12,1273.88,21071.45,7,0.7778,Medium
109060,11,130838.16,11894.38,6750.61,907.23,21160.32,4,0.3636,Medium
109061,3,43961.82,14653.94,6793.13,9796.71,22416.6,2,0.6667,Low
109062,15,201411.38,13427.43,6014.73,5326.43,23992.96,8,0.5333,VIP
109063,15,121345.62,8089.71,4705.06,596.24,15300.67,8,0.5333,Medium
109064,15,187622.51,12508.17,8270.92,513.43,23816.01,7,0.4667,VIP
109065,14,150563.8,10754.56,8390.37,1405.0,23666.62,7,0.5,High
