CustomerID,Recency,Frequency,Monetary
102923,6,10,95832.09
102924,4,10,112960.99
102925,5,16,166690.59
102926,3,17,196796.93
102927,6,14,175115.64
102928,29,5,32602.73
102929,6,16,181764.04
102930,7,9,114549.87
102931,7,15,161109.73
102932,3,10,140636.09
102933,4,14,156949.27
102934,10,10,73073.87
102935,5,9,110063.45000000001
102936,4,15,226512.21
102937,12,9,134631.4
102938,34,4,45206.88
102939,14,13,144078.72
102940,5,9,117127.17
102941,14,9,116430.6
102942,4,14,173010.63
102943,3,15,180404.16
102944,17,9,132953.1
102945,14,10,93055.64
102946,3,8,114210.38
102947,1,12,128892.73
102948,4,15,196193.51
102949,1,11,138943.36000000002
102950,14,12,188822.6
102951,1,11,153682.23
102952,14,13,186566.34
102953,9,7,122921.98
102954,13,10,143144.91
102955,4,13,166297.46
102956,2,10,98214.4
102957,16,12,107804.42
102958,27,11,181615.53
102959,1,9,92050.7
102960,13,13,175612.83
102961,3,11,137558.13
102962,1,15,129358.78
102963,9,13,201234.38
102964,7,10,115943.27
102965,1,15,142634.38
102966,10,10,113011.45
102967,1,5,45720.509999999995
102968,10,14,162250.25
102969,2,11,100326.06
102970,8,12,200768.77
102971,6,10,99298.9
102972,12,10,77384.08
102973,47,9,136771.77000000002
102974,8,8,78822.90000000001
102975,3,6,97815.29
102976,25,9,123817.03
102977,2,8,79624.22
102978,5,14,200458.47
102979,1,13,127063.03
102980,4,11,154069.32
102981,1,11,93040.87
102982,12,7,76127.97
102983,6,14,150955.45
102984,1,15,211388.77
102985,1,13,133693.01
102986,41,5,45693.270000000004
102987,1,9,84173.65
102988,6,12,165220.18
102989,14,11,106866.47
102990,5,12,97825.05
102991,18,5,96495.35
102992,2,8,75057.82
102993,1,17,214679.75
102994,1,15,230335.47
102995,2,12,138341.83
102996,9,14,189311.53
102997,13,6,98636.34
102998,8,7,111783.0
102999,7,11,110901.81
103000,1,13,204551.82
103001,21,8,86119.84
103002,46,10,154649.79
103003,5,8,87456.01
103004,19,15,127370.59
103005,7,15,194521.2
103006,7,16,227756.84
103007,3,12,137719.3
103008,9,10,108358.47
103009,6,7,63065.66
103010,1,12,127852.24
103011,8,14,172640.49
103012,7,9,132708.83000000002
103013,11,9,108751.94
103014,2,17,249898.83
103015,34,5,32986.53
103016,3,5,53743.23
103017,1,12,137553.61
103018,32,5,61540.53
103019,16,12,121142.95
103020,9,11,126925.42
103021,8,12,162009.72
103022,4,10,130479.12
103023,7,12,116848.52
103024,23,10,111793.8
103025,5,15,168336.03
103026,4,14,173860.87
103027,6,10,94326.82
103028,1,8,97542.20999999999
103029,6,8,106890.36
103030,4,15,219015.88
103031,10,10,136098.28
103032,15,16,169362.21
103033,13,11,158144.93
103034,9,11,158686.68
103035,1,17,202443.99
103036,1,17,212476.84
103037,2,15,247068.38
103038,5,9,93175.93
103039,28,11,124003.45999999999
103040,23,11,188281.6
103041,3,10,117886.31999999999
103042,1,21,279154.33
103043,14,11,154832.73
103044,16,16,186884.89
103045,4,23,279073.5
103046,2,18,202527.98
103047,1,12,179992.93
103048,2,13,115862.18
103049,14,8,137148.63
103050,5,5,73328.89
103051,7,16,167764.06999999998
103052,14,12,118926.45999999999
103053,5,12,144581.72999999998
103054,14,6,58613.4
103055,7,17,189833.94
103056,1,6,91781.54
103057,15,9,90691.06
103058,1,7,105116.59
103059,4,6,71670.91
103060,26,11,107452.43
103061,3,14,134265.66
103062,12,17,188669.3
103063,16,8,112720.27
103064,24,9,122026.87
103065,4,7,117687.3
103066,31,9,76374.13
103067,14,8,66064.17
103068,5,11,135532.45
103069,13,12,181814.95
103070,13,8,99219.85
103071,2,15,185586.61000000002
103072,9,12,130631.05
103073,24,10,86374.94
103074,7,13,117029.75
103075,4,11,88510.54
103076,9,8,110124.20999999999
103077,1,11,116540.04
103078,2,15,147073.96
103079,7,9,112600.6
103080,36,7,68152.72
103081,6,20,258917.62
103082,6,12,141905.73
103083,2,12,175388.18
103084,6,8,117053.63
103085,3,16,185054.5
103086,1,13,185918.62
103087,8,11,133834.54
103088,18,9,116060.69
103089,13,9,92080.08
103090,1,19,191448.03
103091,6,8,136134.71
103092,6,13,163182.14
103093,8,16,206111.77000000002
103094,25,9,122770.48
103095,5,13,220180.03
103096,3,14,193634.6
103097,8,18,241284.02
103098,1,16,150366.2
103099,15,8,88785.76999999999
103100,2,15,181667.68
103101,8,16,210884.07
103102,7,12,119199.9
103103,12,10,134736.71
103104,8,4,52658.47
103105,10,18,225658.91
103106,2,14,143039.67
103107,4,11,145505.73
103108,1,14,131722.86
103109,13,14,144377.45
103110,8,12,157808.25
103111,2,16,175766.54
103112,6,8,89592.19
103113,9,10,90553.81
103114,3,10,112324.46
103115,12,7,42636.92
103116,2,12,132536.43
103117,1,13,175187.18
103118,4,7,69825.22
103119,17,10,138484.73
103120,24,17,178718.97
103121,1,11,126699.06
103122,20,8,99359.3
103123,5,11,132595.08
103124,44,4,80934.0
103125,5,7,84237.13
103126,5,13,171995.31
103127,20,7,72948.99
103128,11,12,105247.52
103129,41,6,62202.54
103130,8,17,202765.55
103131,9,12,139612.92
103132,41,6,48787.6
103133,1,7,90646.02
103134,6,16,192675.54
103135,9,14,185444.17
103136,2,10,122512.56
103137,9,5,67261.08
103138,3,13,155270.03
103139,1,13,136703.45
103140,8,11,130848.82
103141,3,13,145708.85
103142,8,10,118060.12
103143,8,13,94553.61
103144,5,10,96903.31999999999
103145,5,18,220386.85
103146,1,20,217215.91
103147,33,6,52670.74
103148,2,11,184525.74
103149,24,15,192493.97
103150,7,13,142216.35
103151,1,11,134592.9
103152,2,17,155092.09
103153,5,13,189842.93
103154,3,12,130459.6
103155,20,13,144346.71
103156,13,16,200587.22
103157,11,8,99998.58
103158,2,11,123888.93
103159,10,9,132016.44
103160,33,11,101811.95999999999
103161,8,4,43346.76
103162,20,11,136472.97
103163,4,15,151879.04
103164,8,12,158007.28
103165,2,13,117645.86
103166,6,12,156408.15
103167,5,12,110358.02
103168,14,12,133593.5
103169,5,19,246721.6
103170,2,10,111274.3
103171,13,11,198810.48
103172,7,11,157899.13
103173,17,6,64966.479999999996
103174,20,6,64034.740000000005
103175,2,11,134648.85
103176,27,10,114688.18
103177,5,9,88685.85
103178,20,10,113185.74
103179,5,13,158680.13999999998
103180,11,9,75443.92
103181,5,11,127088.18
103182,9,9,115626.62
103183,10,11,155865.72
103184,1,14,180552.63
103185,25,11,146398.19
103186,11,10,126499.44
103187,16,9,86591.03
103188,17,13,148882.08000000002
103189,2,10,122721.22
103190,4,8,92477.19
103191,5,8,87434.06
103192,10,9,145687.77
103193,4,15,203649.23
103194,3,12,155665.33
103195,14,12,140538.5
103196,6,7,80763.31
103197,3,9,119225.26
103198,5,9,133792.45
103199,6,8,115927.05
103200,10,4,36458.71
103201,19,12,174099.16
103202,1,16,189889.28999999998
103203,4,14,203883.72999999998
103204,5,15,185873.83
103205,2,10,145076.1
103206,1,12,179841.42
103207,1,10,110866.36
103208,7,9,103014.5
103209,25,11,148715.55000000002
103210,4,11,171779.61
103211,3,6,77041.06
103212,5,20,227814.36
103213,7,19,234111.81
103214,11,8,93441.43000000001
103215,41,6,63396.13
103216,2,15,157763.68
103217,1,16,215110.72999999998
103218,3,17,212456.35
103219,5,19,198400.35
103220,8,7,108234.72
103221,9,13,162166.58000000002
103222,3,9,66714.47
103223,8,13,167111.75
103224,1,13,166007.0
103225,1,12,159530.66
103226,4,11,168420.33
103227,60,3,20406.48
103228,7,13,148915.94999999998
103229,1,10,108362.08
103230,3,11,121724.11
103231,3,6,93397.94
103232,5,14,181368.83
103233,23,10,97879.24
103234,1,12,158324.0
103235,2,11,116060.64
103236,13,13,194436.83
103237,1,17,188951.31
103238,8,14,185369.0
103239,9,14,188359.04
103240,9,12,135707.75
103241,46,6,58600.33
103242,31,7,66493.2
103243,7,15,186911.45
103244,5,11,141393.23
103245,8,7,104179.07
103246,14,6,64827.74
103247,12,12,167248.34
103248,1,10,151292.11
103249,5,13,156229.13
103250,4,11,117758.28
103251,38,9,96481.13
103252,6,13,156943.48
103253,2,9,135660.31
103254,6,7,74023.21
103255,6,13,149073.52
103256,10,13,207153.3
103257,32,4,38884.57
103258,4,12,175955.1
103259,2,10,132086.45
103260,20,14,182485.47999999998
103261,19,14,177336.49
103262,21,12,148124.96
103263,8,10,166820.01
103264,4,10,110335.4
103265,12,8,103789.79000000001
103266,5,12,149523.39
103267,5,10,100455.78
103268,3,16,175476.05
103269,40,4,38361.11
103270,1,12,122119.76000000001
103271,10,13,134112.48
103272,1,14,159182.61
103273,2,10,91275.68000000001
103274,1,19,261707.22999999998
103275,3,13,156027.56
103276,26,12,148041.5
103277,35,13,144095.63
103278,8,9,125195.94
103279,19,9,118041.64
103280,9,10,143825.6
103281,2,9,97761.22
103282,32,9,86195.01999999999
103283,4,8,61589.71000000001
103284,17,14,216025.72999999998
103285,6,11,128188.26
103286,13,12,186911.25
103287,6,8,86864.37
103288,8,11,117001.31
103289,3,12,150595.38
103290,9,12,166798.93
103291,6,7,80227.68
103292,10,9,111786.51000000001
103293,7,15,157981.22
103294,5,10,130510.66
103295,2,19,275168.04
103296,14,11,143607.53
103297,8,19,236616.75
103298,10,13,157832.22999999998
103299,12,9,97525.87
103300,7,6,51785.45
103301,2,14,189980.73
103302,6,13,155466.36
103303,11,11,143860.03
103304,10,8,98379.91
103305,8,10,117124.75
103306,30,12,118099.06
103307,6,19,291226.65
103308,8,11,118233.5
103309,3,16,195218.74
103310,3,9,132518.56
103311,16,12,142740.63999999998
103312,1,9,142627.33000000002
103313,1,11,147649.25
103314,4,10,98485.20999999999
103315,19,18,234762.99
103316,31,8,85089.42
103317,37,9,98432.03
103318,3,16,139294.91
103319,18,9,125512.07
103320,6,12,185837.39
103321,4,13,145967.75
103322,1,11,129901.21
103323,2,10,135867.13
103324,16,5,46127.58
103325,2,19,193896.9
103326,31,9,107843.87000000001
103327,5,11,130317.68
103328,6,6,90140.7
103329,3,10,96436.48
103330,20,13,155919.03
103331,1,13,182477.87
103332,5,15,182956.4
103333,1,19,212748.75
103334,5,14,139081.42
103335,26,6,85644.67
103336,3,15,167920.25
103337,4,8,120624.68
103338,12,10,84390.53
103339,6,13,117236.51
103340,11,12,165638.37
103341,17,15,190708.41999999998
103342,2,12,135645.59
103343,5,15,172311.86
103344,8,5,73001.12
103345,6,17,197660.27
103346,8,17,172673.17
103347,2,17,249539.56
103348,3,9,110040.31
103349,4,8,87975.17
103350,10,14,154942.2
103351,2,14,172449.84
103352,5,11,117949.67
103353,4,14,187636.4
103354,16,9,121300.25
103355,16,6,68710.54
103356,2,15,141714.23
103357,24,8,47612.54
103358,4,14,140130.41
103359,11,9,111828.03
103360,7,5,34610.71
103361,1,17,204405.72
103362,5,7,85124.67
103363,2,12,172788.54
103364,6,12,103361.45
103365,6,10,120504.0
103366,1,15,108925.19
103367,9,6,90454.63
103368,7,15,167505.95
103369,2,10,160964.95
103370,3,13,149717.13999999998
103371,7,17,224840.72
103372,7,12,154378.54
103373,5,18,180791.52
103374,6,12,132351.97
103375,1,12,158931.23
103376,1,12,149860.33
103377,5,9,99640.61
103378,13,12,165358.34
103379,9,16,183038.76
103380,5,9,127732.65
103381,5,7,77118.83
103382,1,11,124470.38
103383,2,20,235720.81
103384,1,14,168750.79
103385,14,11,123332.26000000001
103386,9,17,164035.46
103387,9,12,141451.26
103388,5,6,87228.31
103389,8,10,117397.89
103390,1,11,161353.59
103391,5,5,54168.58
103392,3,13,149979.93
103393,33,6,111934.64
103394,7,13,158777.21
103395,21,8,99879.09
103396,5,13,163288.19
103397,6,10,100954.93
103398,18,15,172436.36000000002
103399,4,15,186520.14
103400,10,7,75871.8
103401,4,14,124980.33
103402,18,10,165060.83000000002
103403,6,12,128629.59
103404,16,9,73129.43000000001
103405,8,15,179254.33
103406,15,11,127854.45
103407,5,8,127343.81
103408,3,17,224034.04
103409,3,17,216161.08
103410,2,12,139891.76
103411,4,14,164004.4
103412,5,14,197358.81
103413,1,15,131581.02
103414,1,9,100039.49
103415,12,11,126430.15
103416,14,14,217725.83000000002
103417,3,12,113964.1
103418,6,6,91414.67
103419,17,9,149275.97
103420,28,13,170411.72
103421,10,10,144274.58000000002
103422,4,10,126723.66
103423,7,6,38147.53
103424,4,14,182341.56
103425,1,10,89732.79000000001
103426,1,5,46347.3
103427,16,12,170931.34
103428,1,13,130179.81
103429,4,11,109802.63
103430,1,7,103908.51
103431,36,3,31499.86
103432,2,12,123317.97
103433,3,8,90396.62
103434,18,14,202819.86
103435,3,14,128491.23
103436,8,15,150709.24
103437,7,12,154590.47
103438,30,7,114059.47
103439,5,15,196404.31
103440,9,10,134547.19
103441,6,7,57844.869999999995
103442,3,14,196109.79
103443,26,9,106332.56
103444,3,16,176753.6
103445,12,11,145996.06
103446,21,11,133811.57
103447,6,10,90832.51
103448,2,7,88829.21
103449,3,5,52959.56
103450,17,13,157123.24
103451,22,12,153225.32
103452,1,9,108178.47
103453,18,8,93380.08
103454,3,13,166833.8
103455,7,11,138957.86
103456,8,16,151077.32
103457,8,14,194796.45
103458,13,10,76064.45
103459,7,9,90542.56
103460,5,8,81819.18
103461,5,15,172605.91
103462,2,14,152249.22
103463,14,8,85611.99
103464,5,15,186551.44
103465,23,14,193524.93
103466,3,17,250593.66
103467,1,11,133995.11
103468,7,14,186615.08000000002
103469,2,10,105819.86
103470,1,9,82793.03
103471,10,12,166151.03
103472,6,7,80038.26000000001
103473,4,5,84268.11
103474,13,9,100285.0
103475,2,12,90567.48
103476,17,9,83809.65
103477,5,15,104840.15
103478,10,7,64020.06
103479,10,10,128023.93
103480,36,8,75919.83
103481,19,8,90424.67
103482,7,12,177106.25
103483,12,9,107892.94
103484,4,11,126476.93000000001
103485,4,15,190377.37
103486,3,11,153553.29
103487,7,13,155859.7
103488,27,14,131944.22
103489,4,9,108237.26999999999
103490,10,4,37481.69
103491,11,6,78243.02
103492,15,11,144571.44
103493,4,10,144710.96
103494,3,10,122354.33
103495,4,15,199674.69999999998
103496,3,13,140346.16999999998
103497,13,9,104320.87
103498,9,17,229135.01
103499,2,9,98630.6
103500,2,12,123437.26000000001
103501,9,17,190976.06
103502,21,8,93671.74
103503,2,12,177475.77
103504,10,11,139372.32
103505,2,18,177910.72
103506,4,9,94435.53
103507,12,6,61105.63
103508,5,14,154578.49
103509,14,5,53885.51
103510,25,12,129141.08
103511,18,6,89828.18
103512,10,12,144792.28
103513,14,16,185881.58000000002
103514,1,14,147950.74
103515,1,22,254825.92
103516,6,15,205824.38
103517,12,11,127967.34
103518,4,9,124816.70000000001
103519,1,14,175931.21
103520,1,10,85357.58
103521,9,9,99498.29000000001
103522,4,7,95864.56
103523,6,9,78902.03
103524,5,8,88194.67
103525,36,7,78129.23
103526,21,11,95262.16
103527,1,14,173490.27
103528,4,12,135747.62
103529,10,13,125903.92
103530,4,17,250128.84
103531,21,15,172261.6
103532,5,11,154924.16
103533,14,6,59497.46
103534,17,12,127307.94
103535,1,13,203902.12
103536,6,12,143249.11000000002
103537,28,9,106672.11
103538,5,21,214119.72999999998
103539,2,9,81659.33
103540,2,14,165885.16999999998
103541,4,17,178087.07
103542,5,12,150869.86
103543,7,16,154062.96000000002
103544,4,11,189533.14
103545,9,8,76110.5
103546,7,15,152617.01
103547,14,10,124043.7
103548,13,4,53867.840000000004
103549,5,8,100651.05
103550,12,10,87806.24
103551,11,9,142984.76
103552,1,17,171146.34
103553,27,9,125823.54000000001
103554,1,12,196550.51
103555,7,13,146981.87
103556,1,14,213318.74
103557,7,13,138361.85
103558,13,15,189999.08
103559,10,10,131202.39
103560,9,7,72309.78
103561,1,11,121622.84999999999
103562,15,14,174591.12
103563,18,8,84349.55
103564,8,12,115586.37
103565,17,7,119905.85
103566,5,16,199578.44999999998
103567,11,13,132929.97
103568,3,9,96537.34
103569,5,12,146663.78
103570,1,12,138883.12
103571,2,11,148454.36
103572,1,17,209713.4
103573,8,10,101227.26000000001
103574,1,19,266891.2
103575,5,11,145563.56
103576,2,10,99008.67
103577,8,15,181334.8
103578,2,10,126898.38
103579,9,16,231695.02
103580,2,8,58034.07
103581,8,13,184938.94
103582,20,9,106075.97
103583,7,13,151477.34
103584,1,11,130336.0
103585,6,13,121071.58
103586,3,15,204705.54
103587,3,10,113843.03
103588,2,14,137997.48
103589,8,12,136998.4
103590,18,14,191824.83000000002
103591,7,9,127776.98999999999
103592,6,10,130620.17
103593,12,10,159597.29
103594,7,12,121952.47
103595,1,14,119547.96
103596,10,8,99737.42
103597,7,11,150536.72
103598,1,15,181102.35
103599,1,10,112892.23
103600,4,13,154819.97
103601,2,12,171341.22
103602,6,22,242722.61000000002
103603,1,11,110046.11
103604,3,15,182102.25
103605,11,12,118205.0
103606,1,16,155976.79
103607,7,7,79569.81
103608,11,9,135712.76
103609,25,8,82763.45999999999
103610,7,11,150273.25
103611,12,11,123414.57
103612,7,11,159014.66
103613,1,9,110783.06
103614,2,11,142038.7
103615,4,7,83203.0
103616,13,10,118494.01
103617,8,11,129760.09
103618,32,6,61181.16
103619,23,12,134221.63
103620,18,9,125905.56
103621,14,8,110865.35
103622,2,11,172756.71
103623,11,13,157074.75
103624,7,6,77634.86
103625,4,11,171325.84
103626,5,10,97658.79000000001
103627,20,10,136007.05
103628,7,10,105528.25
103629,5,9,104863.47
103630,2,11,145117.56
103631,18,9,101436.7
103632,5,12,101573.42
103633,13,5,82177.37
103634,5,14,171425.3
103635,7,13,161838.68
103636,5,10,114552.19
103637,10,7,81098.32
103638,15,10,97534.69
103639,2,13,122961.84
103640,9,7,72590.47
103641,12,13,157830.44
103642,3,10,105272.36
103643,2,8,85012.70999999999
103644,1,19,250872.25
103645,4,8,88144.66
103646,14,12,182181.62
103647,13,11,174909.35
103648,5,10,150729.58
103649,1,9,113938.58
103650,5,12,105324.79000000001
103651,4,12,162867.81
103652,4,7,81825.12
103653,31,9,97867.28
103654,20,8,99121.06999999999
103655,8,14,172834.16999999998
103656,31,5,40704.02
103657,5,16,155379.42
103658,2,11,128473.31
103659,13,12,154780.16
103660,10,9,92617.14
103661,5,14,174493.28
103662,16,9,156283.16
103663,5,11,120216.45999999999
103664,12,20,255283.91
103665,7,8,115006.56
103666,16,5,61744.880000000005
103667,3,12,118471.31999999999
103668,4,12,172595.05
103669,3,12,152898.98
103670,10,12,147692.11
103671,4,10,116154.09
103672,4,19,195886.51
103673,25,5,73161.5
103674,5,8,69799.64
103675,5,10,115571.54000000001
103676,3,9,160419.39
103677,1,13,116350.97
103678,1,9,106907.34
103679,1,11,130635.86
103680,19,10,119611.05
103681,3,8,107637.28
103682,1,11,153059.61
103683,6,12,172865.24
103684,9,10,99221.58
103685,9,10,125781.23
103686,3,13,135137.71
103687,5,24,344689.09
103688,10,13,141435.58000000002
103689,15,11,140383.57
103690,6,9,128336.82
103691,11,12,149863.15
103692,1,17,169931.28
103693,10,9,98544.52
103694,3,10,90516.95
103695,6,14,181811.91
103696,6,8,93134.09
103697,1,13,141641.16999999998
103698,10,11,126318.28
103699,2,9,115820.53
103700,2,8,89825.81
103701,5,6,48934.09
103702,4,9,117310.61
103703,10,15,173979.69
103704,21,13,159716.03
103705,4,12,168147.44
103706,2,11,162598.42
103707,12,10,141709.61
103708,3,15,206910.91
103709,3,13,118067.3
103710,17,9,88658.81
103711,6,12,173374.53
103712,14,15,163077.66
103713,8,11,148507.52
103714,7,8,137964.05
103715,1,15,168325.66
103716,6,13,155622.89
103717,5,10,88279.69
103718,20,8,77926.61
103719,4,12,134996.98
103720,13,10,123550.31
103721,4,7,83302.94
103722,3,19,247866.12
103723,16,12,160491.12
103724,12,9,120988.81000000001
103725,12,10,108128.95999999999
103726,10,11,128201.11
103727,1,12,135678.43
103728,2,12,153107.63999999998
103729,1,20,236115.01
103730,2,14,177255.09
103731,13,10,89231.63
103732,11,15,162381.87
103733,2,12,159496.91
103734,4,15,177124.56
103735,2,8,88883.83
103736,18,15,230628.09
103737,23,4,42912.22
103738,9,17,218336.46
103739,2,10,132873.94
103740,18,11,118674.65
103741,5,8,77149.69
103742,3,14,163607.37
103743,16,16,199207.96
103744,11,9,83985.2
103745,13,7,115906.84
103746,16,9,108819.86
103747,1,16,212125.72999999998
103748,6,14,159985.76
103749,34,6,77074.47
103750,4,13,157933.19
103751,4,14,118674.22
103752,2,15,179279.33000000002
103753,1,9,68357.99
103754,23,12,123482.01
103755,7,14,201857.54
103756,10,12,169617.15
103757,3,13,177126.68
103758,3,12,182913.63
103759,6,11,123169.34
103760,8,13,159380.71
103761,19,7,63117.14
103762,15,9,108541.34
103763,7,14,107045.51
103764,4,21,225135.22999999998
103765,7,10,164189.15
103766,27,13,156533.48
103767,16,11,115848.11
103768,4,13,194530.5
103769,15,10,144980.41
103770,22,9,81222.92
103771,6,14,149613.86000000002
103772,13,10,134315.2
103773,15,11,124725.53
103774,5,11,92765.95999999999
103775,12,8,60017.439999999995
103776,1,9,109384.44
103777,3,14,180963.91999999998
103778,2,16,200647.71000000002
103779,5,10,99434.59
103780,5,8,63095.65
103781,4,16,189394.14
103782,3,17,200126.6
103783,3,14,186817.05
103784,3,9,63281.25
103785,2,10,152321.12
103786,5,6,85896.45999999999
103787,4,7,52863.979999999996
103788,34,10,125319.02
103789,1,9,113819.63
103790,3,14,153626.22
103791,7,8,101423.93000000001
103792,10,11,119124.95000000001
103793,14,11,138714.94
103794,6,19,236876.76
103795,3,15,134042.88
103796,1,12,147147.47
103797,7,9,65779.55
103798,2,12,144743.77
103799,1,14,167389.73
103800,1,5,38044.38
103801,4,12,134768.54
103802,13,10,155712.01
103803,18,11,103661.35
103804,5,14,171817.48
103805,12,10,106181.4
103806,2,20,234379.64
103807,11,14,188958.55
103808,23,10,131212.63
103809,4,9,111322.44
103810,1,23,266243.5
103811,7,9,101935.78
103812,4,13,223801.29
103813,5,10,87124.03
103814,9,11,114483.13
103815,12,10,84104.88
103816,20,8,66833.3
103817,3,13,111550.98
103818,4,12,120435.25
103819,4,16,193248.92
103820,4,11,94703.22
103821,3,11,114416.06
103822,4,16,188762.80000000002
103823,17,10,106163.83
103824,1,15,186907.13999999998
103825,5,14,142969.46
103826,5,17,210049.86
103827,4,10,124282.04000000001
103828,12,17,184134.37
103829,28,8,114115.64
103830,3,15,172853.01
103831,5,8,101629.57
103832,12,10,129387.87
103833,51,7,50095.619999999995
103834,3,14,163196.81
103835,8,13,171745.16
103836,1,14,178855.16
103837,12,14,171584.81
103838,11,12,125986.70999999999
103839,3,10,94370.83
103840,3,16,173314.47999999998
103841,2,17,234988.19999999998
103842,7,14,149459.43
103843,4,8,117021.64
103844,1,22,234034.94
103845,5,14,170520.38
103846,15,12,89209.91
103847,15,11,123978.85
103848,4,11,150770.74
103849,1,10,95899.97
103850,27,8,101395.13
103851,4,14,193044.86
103852,5,7,95839.88
103853,7,11,114677.7
103854,4,17,221993.4
103855,3,15,218470.12
103856,4,15,193463.31
103857,9,12,131863.17
103858,2,11,147188.59
103859,10,13,164244.66
103860,20,9,123762.54000000001
103861,1,14,186444.18
103862,10,13,185924.3
103863,4,16,214426.32
103864,8,12,121632.59
103865,67,7,82844.08
103866,2,13,156505.52
103867,2,14,166378.38
103868,1,16,161017.01
103869,5,10,101922.86
103870,38,6,49920.03999999999
103871,11,7,95456.81
103872,10,13,166102.98
103873,28,13,142858.41
103874,8,9,124659.09
103875,4,10,108156.66
103876,1,13,183238.59
103877,2,13,181563.7
103878,6,12,148182.2
103879,6,7,84289.84
103880,2,14,174298.41
103881,19,8,86554.67
103882,20,5,73785.91
103883,5,16,180497.2
103884,5,9,110942.74
103885,10,6,73210.31
103886,1,7,83315.09
103887,21,8,83832.9
103888,18,12,158418.78999999998
103889,6,12,156354.12
103890,6,14,178849.32
103891,51,9,166431.5
103892,4,8,108858.78
103893,3,9,75196.19
103894,28,11,125894.85
103895,4,12,139052.19
103896,10,5,85045.43000000001
103897,6,13,180105.22
103898,3,11,147390.95
103899,2,8,73780.26
103900,13,12,117410.93
103901,1,9,111083.15
103902,2,12,159341.53
103903,1,11,121294.17
103904,1,13,170256.4
103905,2,12,150742.52000000002
103906,11,13,167225.22
103907,4,13,211238.63
103908,2,11,111207.9
103909,9,12,168843.03
103910,19,9,106466.32
103911,2,14,139827.19
103912,40,5,54205.149999999994
103913,5,14,191092.27
103914,10,4,60189.97
103915,19,10,103890.87999999999
103916,9,9,102473.03
103917,20,8,121712.47
103918,28,6,40802.49
103919,6,11,122343.47
103920,5,11,103372.17
103921,1,16,115604.29000000001
103922,10,9,107139.11
103923,6,9,99650.22
103924,12,10,139431.16999999998
103925,2,12,128763.29
103926,24,6,80847.5
103927,1,10,123010.73999999999
103928,1,9,71230.47
103929,1,11,140128.7
103930,5,10,100566.79999999999
103931,3,9,79002.3
103932,29,10,133586.69
103933,23,4,61350.630000000005
103934,1,19,220073.82
103935,1,6,99801.98999999999
103936,12,20,304139.44
103937,1,13,165812.29
103938,18,10,137799.17
103939,2,13,121593.62
103940,13,12,97593.72
103941,14,9,130210.84
103942,7,13,158532.58000000002
103943,3,15,226769.25
103944,7,5,61295.509999999995
103945,8,6,103880.89
103946,10,14,207809.11000000002
103947,7,12,174939.51
103948,10,11,133310.62
103949,19,17,251601.91
103950,1,9,90724.13
103951,7,14,142879.11
103952,1,10,133729.38999999998
103953,3,15,188311.15
103954,9,10,123894.05
103955,7,7,64408.21
103956,1,14,163620.95
103957,5,15,179925.19
103958,11,12,122472.28
103959,24,6,101176.34
103960,5,9,83018.23000000001
103961,10,12,115002.42
103962,26,11,113176.05
103963,8,9,107646.90000000001
103964,4,12,152295.95
103965,8,13,175919.89
103966,14,13,206097.56
103967,8,18,239277.73
103968,3,13,170300.21
103969,5,8,100796.52
103970,8,17,181751.01
103971,13,9,116154.47
103972,15,11,130206.23999999999
103973,10,14,192517.21
103974,7,14,225449.61000000002
103975,1,12,125698.20999999999
103976,5,10,151296.66
103977,3,10,131909.78
103978,7,7,68102.25
103979,33,7,70041.49
103980,10,11,123279.08
103981,10,7,74764.95
103982,6,15,216333.58000000002
103983,3,17,214387.33
103984,2,11,151435.6
103985,7,13,125639.11
103986,8,13,119585.8
103987,18,9,116129.72
103988,4,12,148045.07
103989,22,16,163442.21
103990,4,13,161498.76
103991,3,13,159894.76
103992,4,14,138711.33
103993,2,11,158708.64
103994,4,9,120922.39
103995,11,10,118995.02
103996,8,10,82633.53
103997,13,11,127713.24
103998,13,11,126958.74
103999,1,9,86525.51999999999
104000,10,12,87254.26000000001
104001,13,10,108281.51
104002,10,10,150779.1
104003,12,13,186085.43
104004,5,8,91604.1
104005,2,14,147657.1
104006,4,12,157977.88
104007,1,6,86527.91
104008,13,13,185363.2
104009,8,7,81209.98
104010,15,13,168832.57
104011,14,13,180980.93
104012,18,9,100947.64
104013,15,10,140265.1
104014,10,10,127346.3
104015,20,10,148085.75
104016,6,14,144197.93
104017,9,12,129544.11
104018,7,13,181578.0
104019,1,14,237916.97
104020,1,11,147611.69
104021,3,12,159764.56
104022,17,8,121871.3
104023,14,12,167334.09
104024,4,11,126947.72
104025,11,20,238450.87
104026,29,14,179289.19
104027,2,14,104020.54
104028,12,8,116981.49
104029,11,13,178282.93
104030,4,12,104887.12
104031,26,7,77436.66
104032,4,14,211631.63
104033,7,11,102547.86
104034,7,16,223398.79
104035,9,12,91848.78
104036,12,8,74255.22
104037,6,16,166359.1
104038,5,10,116522.71
104039,40,6,68111.17
104040,3,10,139178.64
104041,2,15,215969.79
104042,3,9,96263.86
104043,1,18,295147.79
104044,14,14,145319.12
104045,4,9,126353.16
104046,3,3,34109.13
104047,3,10,122112.29000000001
104048,15,6,81065.37
104049,2,9,124860.37
104050,4,12,152598.83
104051,1,5,95288.64
104052,6,8,109121.79
104053,9,9,144726.55
